X,Y
10.000000000000005,[-0.38824585]
11.0,[-0.3865707]
11.0,[-0.4090513]
10.000000000000005,[-0.43322155]
9.000000000000002,[-0.45738435]
9.000000000000002,[-0.43489578]
7.999999999999998,[-0.4832153]
7.999999999999998,[-0.45905903]
7.000000000000003,[-0.50977993]
7.000000000000003,[-0.48322183]
5.999999999999999,[-0.48489654]
5.999999999999999,[-0.5363455]
5.000000000000004,[-0.5629101]
5.000000000000004,[-0.53598374]
4.000000000000001,[-0.5872556]
4.000000000000001,[-0.55928195]
2.999999999999998,[-0.6111503]
2.999999999999998,[-0.57600754]
2.0000000000000027,[-0.55526876]
2.0000000000000027,[-0.6281859]
0.9999999999999992,[-0.6350572]
0.9999999999999992,[-0.5999802]
0.0,[-0.6407409]
0.0,[-0.60238713]
-0.9999999999999992,[-0.63431895]
-0.9999999999999992,[-0.59306836]
-1.9999999999999984,[-0.5473963]
-1.9999999999999984,[-0.6250001]
-2.999999999999998,[-0.6154879]
-2.999999999999998,[-0.5766107]
-4.000000000000001,[-0.6053926]
-4.000000000000001,[-0.56920105]
-5.0,[-0.593713]
-5.0,[-0.5617919]
-5.999999999999999,[-0.51083654]
-5.999999999999999,[-0.56063783]
-6.999999999999998,[-0.52530396]
-6.999999999999998,[-0.5038096]
-7.999999999999998,[-0.4883154]
-7.999999999999998,[-0.46487555]
-9.000000000000002,[-0.45036435]
-9.000000000000002,[-0.42692497]
-10.0,[-0.38739708]
-10.0,[-0.40966517]
-11.0,[-0.38408217]
-11.0,[-0.3728966]
-11.999999999999998,[-0.3474241]
-11.999999999999998,[-0.35841852]
-11.999999999999998,[-0.336989]
-7.999999999999998,[-0.44143614]
-4.000000000000001,[-0.5330096]
0.0,[-0.56113654]
4.000000000000001,[-0.5242119]
7.999999999999998,[-0.43657142]
11.999999999999995,[-0.3421725]
11.999999999999995,[-0.3589578]
11.999999999999995,[-0.38122916]
-11.999999999999998,[-0.07856789]
-11.999999999999998,[-0.08555944]
-11.999999999999998,[-0.09492392]
-11.999999999999998,[-0.09684613]
-11.999999999999998,[-0.09656274]
-11.999999999999998,[-0.09641685]
-11.999999999999998,[-0.09773638]
-11.999999999999998,[-0.10003707]
-11.999999999999998,[-0.10233776]
-11.999999999999998,[-0.1046389]
-11.999999999999998,[-0.10688645]
-11.999999999999998,[-0.11172367]
-11.999999999999998,[-0.1198045]
-11.999999999999998,[-0.12788486]
-11.999999999999998,[-0.13596569]
-11.999999999999998,[-0.14404559]
-11.999999999999998,[-0.15212642]
-11.999999999999998,[-0.16016111]
-11.999999999999998,[-0.16814685]
-11.999999999999998,[-0.17613213]
-11.999999999999998,[-0.1841188]
-11.999999999999998,[-0.19210409]
-11.999999999999998,[-0.20008983]
-11.999999999999998,[-0.20501746]
-11.999999999999998,[-0.2094818]
-11.999999999999998,[-0.21487135]
-11.999999999999998,[-0.22026137]
-11.999999999999998,[-0.22565185]
-11.999999999999998,[-0.2310414]
-11.999999999999998,[-0.23643188]
-11.999999999999998,[-0.24135579]
-11.999999999999998,[-0.24564396]
-11.999999999999998,[-0.2506047]
-11.999999999999998,[-0.25653633]
-11.999999999999998,[-0.26683813]
-11.999999999999998,[-0.2771404]
-11.999999999999998,[-0.2874422]
-11.999999999999998,[-0.29774404]
-11.999999999999998,[-0.30791113]
-11.999999999999998,[-0.31687802]
-11.999999999999998,[-0.3252427]
-11.999999999999998,[-0.33317298]
-11.999999999999998,[-0.34213334]
-11.999999999999998,[-0.35488594]
-11.999999999999998,[-0.36704937]
-11.999999999999998,[-0.37921324]
-11.999999999999998,[-0.3909036]
-11.999999999999998,[-0.40196562]
-11.999999999999998,[-0.41283467]
-11.999999999999998,[-0.41786113]
-11.999999999999998,[-0.41932562]
-11.999999999999998,[-0.42176893]
-11.999999999999998,[-0.42748195]
-11.999999999999998,[-0.4240449]
-11.999999999999998,[-0.4206088]
-11.999999999999998,[-0.41717222]
-11.999999999999998,[-0.4137361]
-11.999999999999998,[-0.3915678]
-11.999999999999998,[-0.38190266]
-11.999999999999998,[-0.3716866]
11.999999999999995,[-0.07785755]
11.999999999999995,[-0.07519004]
11.999999999999995,[-0.07252207]
11.999999999999995,[-0.07336059]
