X,Y
0.9,[-0.4192007]
0.9,[-0.41262072]
0.9,[-0.4358909]
0.9,[-0.46747127]
0.9,[-0.49927208]
0.9,[-0.4720181]
0.9,[-0.5295082]
0.9,[-0.50214934]
0.9,[-0.558243]
0.9,[-0.5303248]
0.9,[-0.52952963]
0.9,[-0.5859472]
0.9,[-0.6200254]
0.9,[-0.5914155]
0.9,[-0.65455943]
0.9,[-0.6188611]
0.9,[-0.67456275]
0.9,[-0.633053]
0.9,[-0.5942028]
0.9,[-0.68390065]
0.9,[-0.6838265]
0.9,[-0.6425144]
0.9,[-0.6900276]
0.9,[-0.6477483]
0.9,[-0.68212855]
0.9,[-0.6398502]
0.9,[-0.59018594]
0.9,[-0.6740043]
0.9,[-0.66447204]
0.9,[-0.61928475]
0.9,[-0.6502648]
0.9,[-0.60808337]
0.9,[-0.6338901]
0.9,[-0.5972157]
0.9,[-0.5404546]
0.9,[-0.60249996]
0.9,[-0.56415737]
0.9,[-0.5386494]
0.9,[-0.5258148]
0.9,[-0.50030684]
0.9,[-0.48747084]
0.9,[-0.4619638]
0.9,[-0.40996814]
0.9,[-0.44912872]
0.9,[-0.4174118]
0.9,[-0.40652364]
0.9,[-0.38696873]
0.9,[-0.396721]
0.9,[-0.3772174]
0.9,[-0.4747989]
0.9,[-0.5682083]
0.9,[-0.605469]
0.9,[-0.57735133]
0.9,[-0.4762242]
0.9,[-0.36086652]
0.9,[-0.3832483]
0.9,[-0.40379086]
0.9,[-0.09166819]
0.9,[-0.09869469]
0.9,[-0.10953019]
0.9,[-0.11289918]
0.9,[-0.11659678]
0.9,[-0.12387731]
0.9,[-0.13115737]
0.9,[-0.13805243]
0.9,[-0.14313716]
0.9,[-0.15083764]
0.9,[-0.15891801]
0.9,[-0.16699883]
0.9,[-0.17507966]
0.9,[-0.18315956]
0.9,[-0.19124039]
0.9,[-0.19932075]
0.9,[-0.20740159]
0.9,[-0.21548147]
0.9,[-0.22356278]
0.9,[-0.22888614]
0.9,[-0.23245555]
0.9,[-0.23601192]
0.9,[-0.2395683]
0.9,[-0.24312373]
0.9,[-0.24668011]
0.9,[-0.25023648]
0.9,[-0.25387114]
0.9,[-0.25926208]
0.9,[-0.26465258]
0.9,[-0.2698403]
0.9,[-0.27217454]
0.9,[-0.2745088]
0.9,[-0.27955902]
0.9,[-0.28570879]
0.9,[-0.2949465]
0.9,[-0.30443308]
0.9,[-0.31275162]
0.9,[-0.3210697]
0.9,[-0.32938963]
0.9,[-0.33770865]
0.9,[-0.3518637]
0.9,[-0.36603045]
0.9,[-0.37952134]
0.9,[-0.39279458]
0.9,[-0.4062365]
0.9,[-0.41990218]
0.9,[-0.4320656]
0.9,[-0.44419083]
0.9,[-0.45582104]
0.9,[-0.46336442]
0.9,[-0.45878497]
0.9,[-0.4539114]
0.9,[-0.44903737]
0.9,[-0.4441638]
0.9,[-0.4393923]
0.9,[-0.43678725]
0.9,[-0.43418264]
0.9,[-0.4315776]
0.9,[-0.41622418]
0.9,[-0.40647236]
0.9,[-0.0874136]
0.9,[-0.09868117]
0.9,[-0.09506002]
0.9,[-0.09144865]
0.9,[-0.08638631]
0.9,[-0.10557204]
0.9,[-0.12157989]
0.9,[-0.13752714]
0.9,[-0.14490882]
0.9,[-0.15229142]
