X,Y
0.62,[-0.31866974]
0.62,[-0.31287372]
0.62,[-0.32140574]
0.62,[-0.33709246]
0.62,[-0.35647163]
0.62,[-0.34288844]
0.62,[-0.38243216]
0.62,[-0.35978934]
0.62,[-0.40839317]
0.62,[-0.38574943]
0.62,[-0.3772356]
0.62,[-0.4343542]
0.62,[-0.46006164]
0.62,[-0.4285363]
0.62,[-0.47584435]
0.62,[-0.4431738]
0.62,[-0.49069858]
0.62,[-0.45775348]
0.62,[-0.45125648]
0.62,[-0.5120834]
0.62,[-0.5254545]
0.62,[-0.48732167]
0.62,[-0.52189815]
0.62,[-0.48383382]
0.62,[-0.5132901]
0.62,[-0.47931588]
0.62,[-0.4409845]
0.62,[-0.5086132]
0.62,[-0.50409627]
0.62,[-0.4702814]
0.62,[-0.49957833]
0.62,[-0.46576348]
0.62,[-0.48840258]
0.62,[-0.46005464]
0.62,[-0.41177148]
0.62,[-0.45103973]
0.62,[-0.41600558]
0.62,[-0.3992776]
0.62,[-0.38486707]
0.62,[-0.36607847]
0.62,[-0.35605493]
0.62,[-0.33884174]
0.62,[-0.3120338]
0.62,[-0.33177188]
0.62,[-0.3148337]
0.62,[-0.30496442]
0.62,[-0.28796005]
0.62,[-0.29803163]
0.62,[-0.2757407]
0.62,[-0.3479592]
0.62,[-0.4316694]
0.62,[-0.45001945]
0.62,[-0.41016155]
0.62,[-0.34868395]
0.62,[-0.2886541]
0.62,[-0.2978657]
0.62,[-0.30561557]
0.62,[-0.05834415]
0.62,[-0.06104801]
0.62,[-0.06458853]
0.62,[-0.06496608]
0.62,[-0.0637295]
0.62,[-0.06321539]
0.62,[-0.0644501]
0.62,[-0.06632803]
0.62,[-0.06761447]
0.62,[-0.06889998]
0.62,[-0.07018596]
0.62,[-0.07147148]
0.62,[-0.07361648]
0.62,[-0.0773248]
0.62,[-0.08078655]
0.62,[-0.08345452]
0.62,[-0.08612156]
0.62,[-0.08878907]
0.62,[-0.09211285]
0.62,[-0.09548977]
0.62,[-0.09886669]
0.62,[-0.10224313]
0.62,[-0.10542382]
0.62,[-0.10881799]
0.62,[-0.11596707]
0.62,[-0.12311476]
0.62,[-0.13031653]
0.62,[-0.13760404]
0.62,[-0.14489204]
0.62,[-0.15488341]
0.62,[-0.1675232]
0.62,[-0.17828459]
0.62,[-0.18736614]
0.62,[-0.19597226]
0.62,[-0.20426284]
0.62,[-0.21255249]
0.62,[-0.22084446]
0.62,[-0.22913504]
0.62,[-0.23742607]
0.62,[-0.2457162]
0.62,[-0.25400677]
0.62,[-0.26229736]
0.62,[-0.27058792]
0.62,[-0.27838072]
0.62,[-0.285857]
0.62,[-0.29333377]
0.62,[-0.30081007]
0.62,[-0.30875012]
0.62,[-0.31941736]
0.62,[-0.32325244]
0.62,[-0.3241362]
0.62,[-0.32501945]
0.62,[-0.32590178]
0.62,[-0.32782632]
0.62,[-0.33034655]
0.62,[-0.33286536]
0.62,[-0.3389648]
0.62,[-0.3280151]
0.62,[-0.3180461]
0.62,[-0.3080393]
0.62,[-0.07033931]
0.62,[-0.0742914]
0.62,[-0.07853853]
0.62,[-0.07927497]
0.62,[-0.07763848]
