X,Y
0.57,[-0.30422473]
0.57,[-0.2966734]
0.57,[-0.30316293]
0.57,[-0.31951943]
0.57,[-0.33576033]
0.57,[-0.32776526]
0.57,[-0.3524692]
0.57,[-0.34331074]
0.57,[-0.37893406]
0.57,[-0.3588576]
0.57,[-0.34897763]
0.57,[-0.40539938]
0.57,[-0.4278693]
0.57,[-0.3957352]
0.57,[-0.44267926]
0.57,[-0.41060948]
0.57,[-0.45748875]
0.57,[-0.42751786]
0.57,[-0.4203804]
0.57,[-0.47961184]
0.57,[-0.4869856]
0.57,[-0.4527438]
0.57,[-0.48322928]
0.57,[-0.4503019]
0.57,[-0.48009893]
0.57,[-0.44746193]
0.57,[-0.41057733]
0.57,[-0.47616455]
0.57,[-0.47212577]
0.57,[-0.4393149]
0.57,[-0.4680525]
0.57,[-0.43524116]
0.57,[-0.4564759]
0.57,[-0.43359628]
0.57,[-0.39482865]
0.57,[-0.42726055]
0.57,[-0.39532924]
0.57,[-0.37957403]
0.57,[-0.36500224]
0.57,[-0.34794614]
0.57,[-0.3371619]
0.57,[-0.32836515]
0.57,[-0.29885754]
0.57,[-0.32068703]
0.57,[-0.30095688]
0.57,[-0.2890004]
0.57,[-0.2671868]
0.57,[-0.2791428]
0.57,[-0.25522983]
0.57,[-0.3357757]
0.57,[-0.40436372]
0.57,[-0.41737264]
0.57,[-0.37853974]
0.57,[-0.33499172]
0.57,[-0.27313146]
0.57,[-0.28092936]
0.57,[-0.28680786]
0.57,[-0.05689457]
0.57,[-0.05834461]
0.57,[-0.05979466]
0.57,[-0.06124471]
0.57,[-0.06116733]
0.57,[-0.06054835]
0.57,[-0.05992983]
0.57,[-0.05931085]
0.57,[-0.05880746]
0.57,[-0.05837631]
0.57,[-0.05936678]
0.57,[-0.06101026]
0.57,[-0.06264721]
0.57,[-0.06427391]
0.57,[-0.06617422]
0.57,[-0.07011978]
0.57,[-0.0740658]
0.57,[-0.07801136]
0.57,[-0.0816782]
0.57,[-0.08546901]
0.57,[-0.08925983]
0.57,[-0.09305065]
0.57,[-0.09684053]
0.57,[-0.10063135]
0.57,[-0.1044217]
0.57,[-0.10821299]
0.57,[-0.11200286]
0.57,[-0.11579368]
0.57,[-0.11954488]
0.57,[-0.12519172]
0.57,[-0.13698599]
0.57,[-0.14883573]
0.57,[-0.16020398]
0.57,[-0.16888562]
0.57,[-0.17717667]
0.57,[-0.1854677]
0.57,[-0.19375782]
0.57,[-0.20204839]
0.57,[-0.21033897]
0.57,[-0.21862908]
0.57,[-0.22692057]
0.57,[-0.23521069]
0.57,[-0.24313165]
0.57,[-0.2506084]
0.57,[-0.2580852]
0.57,[-0.26556194]
0.57,[-0.27303824]
0.57,[-0.2805644]
0.57,[-0.28675705]
0.57,[-0.2904141]
0.57,[-0.2924836]
0.57,[-0.2962828]
0.57,[-0.300364]
0.57,[-0.30444518]
0.57,[-0.30852684]
0.57,[-0.3126076]
0.57,[-0.3130709]
0.57,[-0.30835673]
0.57,[-0.300701]
0.57,[-0.2910284]
0.57,[-0.05631567]
0.57,[-0.06088348]
0.57,[-0.06545269]
0.57,[-0.07002143]
0.57,[-0.07416368]
0.57,[-0.07795311]
0.57,[-0.08174112]
0.57,[-0.08506304]
0.57,[-0.08342748]
0.57,[-0.08179193]
0.57,[-0.07976205]
0.57,[-0.07770793]
0.57,[-0.07565288]
0.57,[-0.07394975]
0.57,[-0.07618005]
0.57,[-0.08262625]
0.57,[-0.08907293]
0.57,[-0.09380294]
0.57,[-0.09702232]
0.57,[-0.10066025]
0.57,[-0.1085001]
0.57,[-0.11634042]
0.57,[-0.12418121]
0.57,[-0.13202105]
0.57,[-0.13936499]
0.57,[-0.14622696]
0.57,[-0.15309031]
0.57,[-0.15995182]
0.57,[-0.16681379]
0.57,[-0.1737825]
0.57,[-0.18072698]
0.57,[-0.18727665]
0.57,[-0.19360353]
0.57,[-0.19965775]
0.57,[-0.20538849]
0.57,[-0.21111922]
0.57,[-0.21684995]
0.57,[-0.2225807]
0.57,[-0.22843122]
0.57,[-0.23527828]
0.57,[-0.24199063]
0.57,[-0.24870253]
0.57,[-0.25541535]
0.57,[-0.26179954]
0.57,[-0.26593342]
0.57,[-0.27006635]
0.57,[-0.27419883]
0.57,[-0.2783327]
0.57,[-0.28246564]
0.57,[-0.28659856]
0.57,[-0.29073152]
0.57,[-0.2937994]
0.57,[-0.2939551]
0.57,[-0.2941131]
0.57,[-0.29426923]
0.57,[-0.29440254]
0.57,[-0.2947922]
0.57,[-0.29556966]
0.57,[-0.29381153]
0.57,[-0.05862614]
0.57,[-0.06037729]
0.57,[-0.06093289]
0.57,[-0.06142602]
0.57,[-0.06229157]
0.57,[-0.06320001]
0.57,[-0.06857464]
0.57,[-0.07399449]
0.57,[-0.07659674]
0.57,[-0.07777132]
0.57,[-0.07576662]
0.57,[-0.07396886]
0.57,[-0.07368593]
0.57,[-0.07111631]
0.57,[-0.06640913]
0.57,[-0.06290776]
0.57,[-0.0614689]
0.57,[-0.06002958]
0.57,[-0.05859072]
0.57,[-0.05715232]
0.57,[-0.05571439]
0.57,[-0.05427554]
0.57,[-0.05283668]
0.57,[-0.05174599]
0.57,[-0.05414363]
0.57,[-0.05658601]
0.57,[-0.0556496]
0.57,[-0.05871237]
0.57,[-0.05819779]
0.57,[-0.05776711]
0.57,[-0.05500312]
0.57,[-0.05690436]
0.57,[-0.05647368]
0.57,[-0.056043]
0.57,[-0.05349854]
0.57,[-0.05556571]
0.57,[-0.05616511]
0.57,[-0.057803]
0.57,[-0.05316062]
0.57,[-0.06105594]
0.57,[-0.0626831]
0.57,[-0.0657948]
0.57,[-0.05919292]
0.57,[-0.07289635]
0.57,[-0.07668623]
0.57,[-0.08047705]
0.57,[-0.07169474]
0.57,[-0.08805822]
0.57,[-0.09184904]
0.57,[-0.09563939]
0.57,[-0.09223077]
0.57,[-0.1059123]
0.57,[-0.11200753]
0.57,[-0.11810369]
0.57,[-0.11661402]
0.57,[-0.13631107]
0.57,[-0.14811048]
0.57,[-0.15975559]
0.57,[-0.15857962]
0.57,[-0.17645048]
0.57,[-0.18474059]
0.57,[-0.1930307]
0.57,[-0.1923045]
0.57,[-0.20961231]
0.57,[-0.21790288]
0.57,[-0.2259166]
0.57,[-0.22338893]
0.57,[-0.24087012]
0.57,[-0.2483469]
0.57,[-0.25582364]
0.57,[-0.251659]
0.57,[-0.27069327]
0.57,[-0.27410468]
0.57,[-0.2740674]
0.57,[-0.25970954]
0.57,[-0.28180563]
0.57,[-0.28577125]
0.57,[-0.2897359]
0.57,[-0.2709967]
0.57,[-0.29645106]
0.57,[-0.29233304]
0.57,[-0.28576657]
0.57,[-0.25297624]
0.57,[-0.2692861]
0.57,[-0.25732917]
0.57,[-0.24537268]
0.57,[-0.21097939]
0.57,[-0.07289682]
0.57,[-0.05955182]
0.57,[-0.0688571]
0.57,[-0.09700879]
0.57,[-0.11744555]
0.57,[-0.1011436]
0.57,[-0.11527724]
0.57,[-0.15508059]
0.57,[-0.13781846]
0.57,[-0.17786603]
0.57,[-0.10873549]
0.57,[-0.19849762]
0.57,[-0.16111335]
0.57,[-0.20599489]
0.57,[-0.16861062]
0.57,[-0.21349216]
