X,Y
0.95,[-0.43570447]
0.95,[-0.4298227]
0.95,[-0.45771015]
0.95,[-0.49014625]
0.95,[-0.5225833]
0.95,[-0.49469635]
0.95,[-0.55502033]
0.95,[-0.5271329]
0.95,[-0.58633924]
0.95,[-0.55863637]
0.95,[-0.5606313]
0.95,[-0.62107974]
0.95,[-0.65711975]
0.95,[-0.6265872]
0.95,[-0.6903986]
0.95,[-0.6501357]
0.95,[-0.7058373]
0.95,[-0.66432667]
0.95,[-0.6211627]
0.95,[-0.712737]
0.95,[-0.71043074]
0.95,[-0.66911775]
0.95,[-0.7166649]
0.95,[-0.6743861]
0.95,[-0.70876676]
0.95,[-0.6654327]
0.95,[-0.6044464]
0.95,[-0.69641364]
0.95,[-0.680802]
0.95,[-0.6340924]
0.95,[-0.6649978]
0.95,[-0.6204892]
0.95,[-0.64761406]
0.95,[-0.6091694]
0.95,[-0.552398]
0.95,[-0.6160053]
0.95,[-0.5776627]
0.95,[-0.5521547]
0.95,[-0.5393201]
0.95,[-0.5138117]
0.95,[-0.5009771]
0.95,[-0.4754696]
0.95,[-0.42459446]
0.95,[-0.46263406]
0.95,[-0.4325098]
0.95,[-0.42114994]
0.95,[-0.40634605]
0.95,[-0.4163561]
0.95,[-0.39498526]
0.95,[-0.48830375]
0.95,[-0.579694]
0.95,[-0.63210636]
0.95,[-0.608625]
0.95,[-0.49801454]
0.95,[-0.37414718]
0.95,[-0.39551008]
0.95,[-0.42361984]
0.95,[-0.0930623]
0.95,[-0.09934258]
0.95,[-0.10907527]
0.95,[-0.11314342]
0.95,[-0.120492]
0.95,[-0.12777254]
0.95,[-0.13505259]
0.95,[-0.14233266]
0.95,[-0.14961366]
0.95,[-0.15689419]
0.95,[-0.16533625]
0.95,[-0.17431386]
0.95,[-0.18329194]
0.95,[-0.19317052]
0.95,[-0.20358]
0.95,[-0.21398948]
0.95,[-0.22439803]
0.95,[-0.23327963]
0.95,[-0.23895723]
0.95,[-0.24463484]
0.95,[-0.25031292]
0.95,[-0.25506485]
0.95,[-0.2586212]
0.95,[-0.26217756]
0.95,[-0.26573348]
0.95,[-0.26928937]
0.95,[-0.27284527]
0.95,[-0.27640072]
0.95,[-0.28145653]
0.95,[-0.2852492]
0.95,[-0.28758344]
0.95,[-0.28991723]
0.95,[-0.29306483]
0.95,[-0.29952595]
0.95,[-0.30862054]
0.95,[-0.31693956]
0.95,[-0.32525855]
0.95,[-0.33357757]
0.95,[-0.34428534]
0.95,[-0.35845256]
0.95,[-0.37261975]
0.95,[-0.38653666]
0.95,[-0.40010586]
0.95,[-0.412775]
0.95,[-0.42537004]
0.95,[-0.4379651]
0.95,[-0.45055965]
0.95,[-0.46044755]
0.95,[-0.46654093]
0.95,[-0.47098988]
0.95,[-0.47343925]
0.95,[-0.47055733]
0.95,[-0.46568376]
0.95,[-0.46081018]
0.95,[-0.45593616]
0.95,[-0.45106304]
0.95,[-0.44618946]
0.95,[-0.4413159]
0.95,[-0.43585923]
0.95,[-0.42610788]
0.95,[-0.09281293]
0.95,[-0.10793239]
0.95,[-0.11284978]
0.95,[-0.10923795]
0.95,[-0.10259504]
0.95,[-0.10196906]
0.95,[-0.12517214]
0.95,[-0.14118046]
0.95,[-0.15016691]
0.95,[-0.15754859]
0.95,[-0.16493073]
0.95,[-0.17231335]
0.95,[-0.17969501]
0.95,[-0.18625169]
0.95,[-0.19256645]
0.95,[-0.19888122]
0.95,[-0.20519598]
0.95,[-0.21138397]
0.95,[-0.21395919]
0.95,[-0.21509275]
0.95,[-0.21622585]
0.95,[-0.21812755]
0.95,[-0.22796093]
0.95,[-0.23779243]
0.95,[-0.24762537]
0.95,[-0.2574578]
0.95,[-0.26729026]
0.95,[-0.27712315]
0.95,[-0.2869542]
0.95,[-0.29652283]
0.95,[-0.30565286]
0.95,[-0.31463793]
0.95,[-0.32311076]
0.95,[-0.33297256]
0.95,[-0.34283483]
0.95,[-0.35318884]
0.95,[-0.36054257]
0.95,[-0.36999515]
0.95,[-0.38053]
0.95,[-0.3910644]
0.95,[-0.40159926]
0.95,[-0.4121327]
0.95,[-0.4226676]
0.95,[-0.43320197]
0.95,[-0.44373637]
0.95,[-0.45427123]
0.95,[-0.4596594]
0.95,[-0.4649627]
0.95,[-0.470266]
0.95,[-0.47556934]
0.95,[-0.48308572]
0.95,[-0.48777753]
0.95,[-0.49306405]
0.95,[-0.4956612]
0.95,[-0.49562296]
0.95,[-0.4955852]
0.95,[-0.49554792]
0.95,[-0.48016372]
0.95,[-0.4524926]
0.95,[-0.09675664]
0.95,[-0.10044957]
0.95,[-0.10540378]
0.95,[-0.11655156]
0.95,[-0.13552056]
0.95,[-0.15652643]
0.95,[-0.17681217]
0.95,[-0.19820957]
0.95,[-0.21584737]
0.95,[-0.2248441]
0.95,[-0.23381191]
0.95,[-0.24277975]
0.95,[-0.23188831]
0.95,[-0.22094887]
0.95,[-0.20455416]
0.95,[-0.18951255]
0.95,[-0.17447187]
0.95,[-0.15943119]
0.95,[-0.1436741]
0.95,[-0.12815194]
0.95,[-0.11262978]
0.95,[-0.09710761]
0.95,[-0.08196811]
0.95,[-0.07769022]
0.95,[-0.08951153]
0.95,[-0.09520824]
0.95,[-0.09413388]
0.95,[-0.10404975]
0.95,[-0.10569649]
0.95,[-0.11192363]
0.95,[-0.10335572]
0.95,[-0.12648423]
0.95,[-0.13376522]
0.95,[-0.14104529]
0.95,[-0.13247691]
0.95,[-0.15560588]
0.95,[-0.16288641]
0.95,[-0.17084558]
0.95,[-0.1625289]
0.95,[-0.19126323]
0.95,[-0.20167318]
0.95,[-0.20905764]
0.95,[-0.19051373]
0.95,[-0.22041285]
0.95,[-0.22609138]
0.95,[-0.22991483]
0.95,[-0.2083212]
0.95,[-0.2370271]
0.95,[-0.240583]
0.95,[-0.2441389]
0.95,[-0.21407804]
0.95,[-0.2484965]
0.95,[-0.2508303]
0.95,[-0.25316453]
0.95,[-0.23317708]
0.95,[-0.26308647]
0.95,[-0.2713556]
0.95,[-0.2807802]
0.95,[-0.2695779]
0.95,[-0.29741824]
0.95,[-0.30573675]
0.95,[-0.31405625]
0.95,[-0.30285344]
0.95,[-0.33069378]
0.95,[-0.34377778]
0.95,[-0.35794452]
0.95,[-0.3432697]
0.95,[-0.3861237]
0.95,[-0.3996929]
0.95,[-0.4128207]
0.95,[-0.39746493]
0.95,[-0.43455973]
0.95,[-0.44100687]
0.95,[-0.4462305]
0.95,[-0.41792265]
0.95,[-0.44887468]
0.95,[-0.44403514]
0.95,[-0.43916205]
0.95,[-0.41263938]
0.95,[-0.42941442]
0.95,[-0.42454085]
0.95,[-0.41966775]
0.95,[-0.3931931]
0.95,[-0.40541664]
0.95,[-0.3959757]
0.95,[-0.3868662]
0.95,[-0.3559039]
0.95,[-0.15324366]
0.95,[-0.1273633]
0.95,[-0.13865325]
0.95,[-0.2022614]
0.95,[-0.24220504]
0.95,[-0.20518386]
0.95,[-0.23284802]
0.95,[-0.2716418]
0.95,[-0.25966668]
0.95,[-0.29930595]
0.95,[-0.22135018]
0.95,[-0.32080448]
0.95,[-0.28576517]
0.95,[-0.3333641]
0.95,[-0.2989452]
0.95,[-0.3430292]
0.95,[-0.31343538]
0.95,[-0.35179755]
0.95,[-0.28052384]
0.95,[-0.36056587]
0.95,[-0.3232972]
0.95,[-0.35853365]
0.95,[-0.3092288]
0.95,[-0.34749448]
0.95,[-0.28358334]
0.95,[-0.32742968]
0.95,[-0.20738854]
0.95,[-0.30746275]
0.95,[-0.23373455]
0.95,[-0.2833354]
0.95,[-0.2076682]
0.95,[-0.25961214]
0.95,[-0.23330806]
0.95,[-0.18160091]
0.95,[-0.19758405]
0.95,[-0.1087793]
0.95,[-0.13647375]
0.95,[-0.17671849]
0.95,[-0.31683233]
0.95,[-0.35979912]
0.95,[-0.38282043]
0.95,[-0.41486546]
0.95,[-0.40611112]
0.95,[-0.4668425]
0.95,[-0.46688026]
0.95,[-0.466918]
0.95,[-0.4320931]
0.95,[-0.46113226]
0.95,[-0.45569518]
0.95,[-0.4491166]
0.95,[-0.4096521]
0.95,[-0.43633187]
0.95,[-0.43102854]
0.95,[-0.42572522]
0.95,[-0.3864882]
0.95,[-0.4136042]
0.95,[-0.40306935]
0.95,[-0.39253494]
0.95,[-0.35095015]
0.95,[-0.3714666]
0.95,[-0.36093175]
0.95,[-0.35370576]
0.95,[-0.32540444]
0.95,[-0.3429495]
0.95,[-0.3333408]
0.95,[-0.32214218]
0.95,[-0.28475747]
0.95,[-0.30105102]
0.95,[-0.28971168]
0.95,[-0.28045952]
0.95,[-0.24458264]
0.95,[-0.26208156]
0.95,[-0.25289187]
0.95,[-0.24311814]
0.95,[-0.20782574]
0.95,[-0.22345278]
0.95,[-0.21362126]
0.95,[-0.20378835]
0.95,[-0.17869616]
0.95,[-0.19689423]
0.95,[-0.19576065]
0.95,[-0.19462757]
0.95,[-0.16974838]
0.95,[-0.18595105]
0.95,[-0.18125041]
0.95,[-0.1749361]
0.95,[-0.15099005]
0.95,[-0.1623075]
0.95,[-0.15576668]
0.95,[-0.14838362]
0.95,[-0.12445527]
0.95,[-0.1336198]
0.95,[-0.12413692]
0.95,[-0.10812908]
0.95,[-0.08370715]
0.95,[-0.09488383]
0.95,[-0.0998702]
0.95,[-0.10302152]
0.95,[-0.09499616]
0.95,[-0.09046005]
0.95,[-0.07530471]
0.95,[-0.06232513]
0.95,[-0.06527137]
0.95,[-0.06912278]
0.95,[-0.07086787]
0.95,[-0.09893287]
0.95,[-0.1144555]
0.95,[-0.12997814]
0.95,[-0.12164794]
0.95,[-0.15310058]
0.95,[-0.16814172]
0.95,[-0.18318287]
0.95,[-0.1745842]
0.95,[-0.20965472]
0.95,[-0.2194359]
0.95,[-0.2104676]
0.95,[-0.17815548]
0.95,[-0.19249748]
0.95,[-0.18337117]
0.95,[-0.1631917]
0.95,[-0.12817384]
0.95,[-0.1217598]
0.95,[-0.10950875]
0.95,[-0.0992694]
0.95,[-0.08951106]
0.95,[-0.09022793]
0.95,[-0.08653499]
0.95,[-0.08369689]
0.95,[-0.07180101]
0.95,[-0.0831949]
0.95,[-0.09786316]
0.95,[-0.11791679]
0.95,[-0.14703843]
0.95,[-0.17894739]
0.95,[-0.20112364]
0.95,[-0.21304516]
0.95,[-0.22080857]
0.95,[-0.25293988]
0.95,[-0.2862159]
