X,Y
0.93,[-0.4283587]
0.93,[-0.42177686]
0.93,[-0.44838527]
0.93,[-0.48082185]
0.93,[-0.51325893]
0.93,[-0.48537195]
0.93,[-0.54569596]
0.93,[-0.51780856]
0.93,[-0.57526225]
0.93,[-0.54790246]
0.93,[-0.5465634]
0.93,[-0.6061388]
0.93,[-0.6429726]
0.93,[-0.6125179]
0.93,[-0.67626774]
0.93,[-0.637625]
0.93,[-0.6933276]
0.93,[-0.65181786]
0.93,[-0.6101655]
0.93,[-0.70120287]
0.93,[-0.6997882]
0.93,[-0.6584766]
0.93,[-0.7060102]
0.93,[-0.6637305]
0.93,[-0.69811213]
0.93,[-0.6558324]
0.93,[-0.5992069]
0.93,[-0.689423]
0.93,[-0.6749715]
0.93,[-0.6290757]
0.93,[-0.66005623]
0.93,[-0.61635673]
0.93,[-0.6428365]
0.93,[-0.6048524]
0.93,[-0.5476205]
0.93,[-0.61060315]
0.93,[-0.5722596]
0.93,[-0.54675263]
0.93,[-0.533918]
0.93,[-0.5084091]
0.93,[-0.4955745]
0.93,[-0.470067]
0.93,[-0.4187439]
0.93,[-0.4572324]
0.93,[-0.4266593]
0.93,[-0.41529897]
0.93,[-0.39875042]
0.93,[-0.40850177]
0.93,[-0.38899863]
0.93,[-0.4829016]
0.93,[-0.57566965]
0.93,[-0.6214512]
0.93,[-0.5961162]
0.93,[-0.4899216]
0.93,[-0.36788043]
0.93,[-0.38937524]
0.93,[-0.41294652]
0.93,[-0.09255052]
0.93,[-0.09897576]
0.93,[-0.10925752]
0.93,[-0.11238927]
0.93,[-0.11893335]
0.93,[-0.12621436]
0.93,[-0.1334944]
0.93,[-0.14077495]
0.93,[-0.14805548]
0.93,[-0.15582915]
0.93,[-0.16480722]
0.93,[-0.17417356]
0.93,[-0.18458258]
0.93,[-0.19499205]
0.93,[-0.20540154]
0.93,[-0.21581101]
0.93,[-0.22398366]
0.93,[-0.2320645]
0.93,[-0.23659268]
0.93,[-0.24024414]
0.93,[-0.24388766]
0.93,[-0.24744405]
0.93,[-0.2510004]
0.93,[-0.25455633]
0.93,[-0.25811222]
0.93,[-0.26166812]
0.93,[-0.2652245]
0.93,[-0.26934484]
0.93,[-0.27473485]
0.93,[-0.27908546]
0.93,[-0.28141925]
0.93,[-0.28375393]
0.93,[-0.2876622]
0.93,[-0.29381198]
0.93,[-0.30361786]
0.93,[-0.31193686]
0.93,[-0.3202554]
0.93,[-0.3285749]
0.93,[-0.3368934]
0.93,[-0.35014987]
0.93,[-0.36431754]
0.93,[-0.37848428]
0.93,[-0.39242214]
0.93,[-0.40569538]
0.93,[-0.41837803]
0.93,[-0.4309726]
0.93,[-0.4435681]
0.93,[-0.4560951]
0.93,[-0.46475714]
0.93,[-0.46880013]
0.93,[-0.46877262]
0.93,[-0.4638986]
0.93,[-0.45902503]
0.93,[-0.45415145]
0.93,[-0.44927788]
0.93,[-0.4444043]
0.93,[-0.43953025]
0.93,[-0.43502536]
0.93,[-0.42800584]
0.93,[-0.41825357]
0.93,[-0.09008577]
0.93,[-0.10520475]
0.93,[-0.10573424]
0.93,[-0.10212195]
0.93,[-0.09389942]
0.93,[-0.10641383]
0.93,[-0.12373514]
0.93,[-0.13974392]
0.93,[-0.14806387]
0.93,[-0.15544601]
0.93,[-0.16282769]
0.93,[-0.17020983]
0.93,[-0.17759196]
0.93,[-0.18417567]
0.93,[-0.19049042]
0.93,[-0.19680473]
0.93,[-0.2031195]
0.93,[-0.2094338]
0.93,[-0.21511559]
0.93,[-0.21668915]
0.93,[-0.21782225]
0.93,[-0.22368023]
0.93,[-0.23351315]
0.93,[-0.24334513]
0.93,[-0.25317758]
0.93,[-0.26300955]
0.93,[-0.27284247]
0.93,[-0.28198323]
0.93,[-0.29111278]
0.93,[-0.30024374]
0.93,[-0.31116268]
0.93,[-0.3215414]
0.93,[-0.3305204]
0.93,[-0.33622503]
0.93,[-0.3424298]
0.93,[-0.34908527]
0.93,[-0.35574123]
0.93,[-0.36234406]
0.93,[-0.3719537]
0.93,[-0.38248855]
0.93,[-0.39302295]
0.93,[-0.40355736]
0.93,[-0.41409174]
0.93,[-0.42462614]
0.93,[-0.43516007]
0.93,[-0.4438529]
0.93,[-0.44915575]
0.93,[-0.4544586]
0.93,[-0.4597624]
0.93,[-0.46502888]
0.93,[-0.46966383]
0.93,[-0.4739408]
0.93,[-0.47922638]
0.93,[-0.48379698]
0.93,[-0.4837583]
0.93,[-0.48372102]
0.93,[-0.48368374]
0.93,[-0.47090507]
0.93,[-0.44323438]
0.93,[-0.09646532]
0.93,[-0.10015872]
0.93,[-0.10587641]
0.93,[-0.11693005]
0.93,[-0.13382629]
0.93,[-0.15372795]
0.93,[-0.17512581]
0.93,[-0.19652227]
0.93,[-0.21326236]
0.93,[-0.2223882]
0.93,[-0.23136115]
0.93,[-0.24032897]
0.93,[-0.22960627]
0.93,[-0.21699026]
0.93,[-0.20175894]
0.93,[-0.1867178]
0.93,[-0.17167711]
0.93,[-0.15663597]
0.93,[-0.14140138]
0.93,[-0.12587923]
0.93,[-0.11035752]
0.93,[-0.09483442]
0.93,[-0.08231723]
0.93,[-0.07542823]
0.93,[-0.08938708]
0.93,[-0.09508379]
0.93,[-0.0945226]
0.93,[-0.10443754]
0.93,[-0.10622319]
0.93,[-0.11036638]
0.93,[-0.10179754]
0.93,[-0.12492651]
0.93,[-0.13220657]
0.93,[-0.13948756]
0.93,[-0.13091919]
0.93,[-0.15404816]
0.93,[-0.16185725]
0.93,[-0.17226626]
0.93,[-0.16293675]
0.93,[-0.19208683]
0.93,[-0.20016813]
0.93,[-0.20777074]
0.93,[-0.18625076]
0.93,[-0.2150727]
0.93,[-0.2187237]
0.93,[-0.22229357]
0.93,[-0.2006995]
0.93,[-0.22940537]
0.93,[-0.2329622]
0.93,[-0.23651764]
0.93,[-0.20791383]
0.93,[-0.24233322]
0.93,[-0.24466747]
0.93,[-0.24700125]
0.93,[-0.2277069]
0.93,[-0.25768432]
0.93,[-0.26552138]
0.93,[-0.27552956]
0.93,[-0.26457474]
0.93,[-0.29241508]
0.93,[-0.30073407]
0.93,[-0.3090531]
0.93,[-0.29785076]
0.93,[-0.32569063]
0.93,[-0.33547553]
0.93,[-0.3496418]
0.93,[-0.3349675]
0.93,[-0.3779767]
0.93,[-0.39214343]
0.93,[-0.40560728]
0.93,[-0.39163584]
0.93,[-0.4310183]
0.93,[-0.43780985]
0.93,[-0.44267505]
0.93,[-0.41401577]
0.93,[-0.44216606]
0.93,[-0.43737686]
0.93,[-0.43250328]
0.93,[-0.40570423]
0.93,[-0.42275614]
0.93,[-0.41788208]
0.93,[-0.41300806]
0.93,[-0.38650823]
0.93,[-0.39756233]
0.93,[-0.387811]
0.93,[-0.37851828]
0.93,[-0.34563377]
