X,Y
0.69,[-0.34400615]
0.69,[-0.33821064]
0.69,[-0.34950945]
0.69,[-0.37546998]
0.69,[-0.40030628]
0.69,[-0.3778182]
0.69,[-0.4244686]
0.69,[-0.40198052]
0.69,[-0.44863138]
0.69,[-0.42614424]
0.69,[-0.4235047]
0.69,[-0.4727937]
0.69,[-0.49835807]
0.69,[-0.47234765]
0.69,[-0.52121204]
0.69,[-0.48697257]
0.69,[-0.5372413]
0.69,[-0.5021717]
0.69,[-0.49113905]
0.69,[-0.55554193]
0.69,[-0.57007825]
0.69,[-0.5350022]
0.69,[-0.5685481]
0.69,[-0.5329098]
0.69,[-0.5632741]
0.69,[-0.5281789]
0.69,[-0.49447402]
0.69,[-0.5580011]
0.69,[-0.55427086]
0.69,[-0.5231035]
0.69,[-0.55141133]
0.69,[-0.5193821]
0.69,[-0.5396161]
0.69,[-0.5105317]
0.69,[-0.45296988]
0.69,[-0.50207895]
0.69,[-0.46371356]
0.69,[-0.44201458]
0.69,[-0.42534766]
0.69,[-0.4036487]
0.69,[-0.39142096]
0.69,[-0.3716899]
0.69,[-0.34205598]
0.69,[-0.36190638]
0.69,[-0.34441447]
0.69,[-0.33425015]
0.69,[-0.3142674]
0.69,[-0.32443076]
0.69,[-0.304104]
0.69,[-0.3854595]
0.69,[-0.48114768]
0.69,[-0.49954942]
0.69,[-0.45621535]
0.69,[-0.3794943]
0.69,[-0.31399098]
0.69,[-0.32320306]
0.69,[-0.33215362]
0.69,[-0.05811296]
0.69,[-0.06201191]
0.69,[-0.06911533]
0.69,[-0.07336245]
0.69,[-0.07531077]
0.69,[-0.07725815]
0.69,[-0.07920552]
0.69,[-0.08133096]
0.69,[-0.08346105]
0.69,[-0.08412244]
0.69,[-0.08614906]
0.69,[-0.08845021]
0.69,[-0.0907509]
0.69,[-0.09305251]
0.69,[-0.09561002]
0.69,[-0.09859727]
0.69,[-0.1013347]
0.69,[-0.10330212]
0.69,[-0.10509755]
0.69,[-0.10914938]
0.69,[-0.11727496]
0.69,[-0.1253516]
0.69,[-0.13342823]
0.69,[-0.14150439]
0.69,[-0.14958149]
0.69,[-0.15765767]
0.69,[-0.16573383]
0.69,[-0.17305444]
0.69,[-0.17857684]
0.69,[-0.18409923]
0.69,[-0.19430734]
0.69,[-0.20563646]
0.69,[-0.21696602]
0.69,[-0.22829606]
0.69,[-0.23863189]
0.69,[-0.24759926]
0.69,[-0.2564347]
0.69,[-0.26466236]
0.69,[-0.2725367]
0.69,[-0.2804129]
0.69,[-0.28828773]
0.69,[-0.29616347]
0.69,[-0.3040383]
0.69,[-0.31191355]
0.69,[-0.31951755]
0.69,[-0.3269631]
0.69,[-0.339161]
0.69,[-0.35135987]
0.69,[-0.3617987]
0.69,[-0.36361]
0.69,[-0.36453053]
0.69,[-0.3654525]
0.69,[-0.366374]
0.69,[-0.36729452]
0.69,[-0.3692298]
0.69,[-0.3776653]
0.69,[-0.37264305]
0.69,[-0.35492182]
0.69,[-0.34475845]
0.69,[-0.3345946]
0.69,[-0.07066465]
0.69,[-0.06838074]
0.69,[-0.06647858]
0.69,[-0.06552073]
0.69,[-0.06456243]
0.69,[-0.06391454]
0.69,[-0.06410425]
0.69,[-0.0678382]
0.69,[-0.07450441]
0.69,[-0.08117108]
0.69,[-0.09045772]
0.69,[-0.10010046]
0.69,[-0.10821345]
0.69,[-0.11587478]
0.69,[-0.12353566]
0.69,[-0.13119607]
0.69,[-0.13885786]
0.69,[-0.14651874]
0.69,[-0.15418006]
0.69,[-0.1618414]
0.69,[-0.16950227]
0.69,[-0.17716362]
0.69,[-0.18482494]
0.69,[-0.19248535]
0.69,[-0.20014669]
0.69,[-0.2078085]
0.69,[-0.215447]
0.69,[-0.22119637]
0.69,[-0.22730884]
0.69,[-0.23342039]
0.69,[-0.2395324]
0.69,[-0.24564396]
0.69,[-0.25175595]
0.69,[-0.25730586]
0.69,[-0.2628567]
0.69,[-0.2684075]
0.69,[-0.2739574]
0.69,[-0.2795082]
0.69,[-0.2849574]
0.69,[-0.28960633]
0.69,[-0.29432702]
0.69,[-0.29904726]
0.69,[-0.3037684]
0.69,[-0.3080547]
0.69,[-0.30939615]
0.69,[-0.31353047]
0.69,[-0.3176634]
0.69,[-0.32179636]
0.69,[-0.32592976]
0.69,[-0.3300627]
0.69,[-0.3341956]
0.69,[-0.33587545]
0.69,[-0.33603254]
0.69,[-0.33618915]
0.69,[-0.3363453]
0.69,[-0.33650237]
0.69,[-0.3366585]
0.69,[-0.33681512]
0.69,[-0.3382125]
0.69,[-0.06123399]
0.69,[-0.06294785]
0.69,[-0.067126]
0.69,[-0.07293084]
0.69,[-0.07873616]
0.69,[-0.0887294]
0.69,[-0.1003722]
0.69,[-0.1126666]
0.69,[-0.11897344]
0.69,[-0.12297167]
0.69,[-0.12626423]
0.69,[-0.12612113]
0.69,[-0.12344243]
0.69,[-0.11492161]
0.69,[-0.10640124]
0.69,[-0.09823698]
0.69,[-0.09434269]
0.69,[-0.09141137]
0.69,[-0.09152929]
0.69,[-0.09164581]
0.69,[-0.09176327]
0.69,[-0.08461884]
0.69,[-0.07882239]
0.69,[-0.0731364]
0.69,[-0.05497562]
0.69,[-0.06025331]
0.69,[-0.06143488]
0.69,[-0.06719311]
0.69,[-0.06906965]
0.69,[-0.07101703]
0.69,[-0.06759909]
0.69,[-0.07527581]
0.69,[-0.07740543]
0.69,[-0.07775687]
0.69,[-0.07169195]
0.69,[-0.07835954]
0.69,[-0.07866111]
0.69,[-0.08086065]
0.69,[-0.07289869]
0.69,[-0.08625207]
0.69,[-0.08923932]
0.69,[-0.09170454]
0.69,[-0.08207485]
0.69,[-0.09558905]
0.69,[-0.09793028]
0.69,[-0.10204271]
0.69,[-0.0937745]
0.69,[-0.11873665]
0.69,[-0.12708409]
0.69,[-0.13543107]
0.69,[-0.12463985]
0.69,[-0.14944632]
0.69,[-0.15660007]
0.69,[-0.16793011]
0.69,[-0.16107327]
0.69,[-0.18975212]
0.69,[-0.20005393]
0.69,[-0.2103562]
0.69,[-0.20228145]
0.69,[-0.2309603]
0.69,[-0.24125698]
0.69,[-0.2504313]
0.69,[-0.24401258]
0.69,[-0.2676403]
0.69,[-0.27551603]
0.69,[-0.28339133]
0.69,[-0.2784949]
0.69,[-0.2990137]
0.69,[-0.30608076]
0.69,[-0.3131492]
0.69,[-0.3042168]
0.69,[-0.3297159]
0.69,[-0.33558553]
0.69,[-0.33867207]
0.69,[-0.3128579]
0.69,[-0.3437125]
0.69,[-0.344634]
0.69,[-0.345555]
0.69,[-0.32516673]
0.69,[-0.34752572]
0.69,[-0.34510335]
0.69,[-0.3349395]
0.69,[-0.30352557]
0.69,[-0.31461182]
0.69,[-0.30444798]
0.69,[-0.2942846]
0.69,[-0.26127893]
0.69,[-0.09898181]
0.69,[-0.08499918]
0.69,[-0.09691697]
0.69,[-0.1275283]
0.69,[-0.16652481]
0.69,[-0.1393524]
0.69,[-0.16268225]
0.69,[-0.20498437]
0.69,[-0.18871552]
0.69,[-0.23095377]
0.69,[-0.1559988]
0.69,[-0.24711731]
0.69,[-0.20944917]
0.69,[-0.24910477]
0.69,[-0.2114357]
0.69,[-0.25109178]
0.69,[-0.21342224]
0.69,[-0.2530783]
0.69,[-0.17575365]
0.69,[-0.258562]
0.69,[-0.22160327]
0.69,[-0.26270893]
0.69,[-0.21383893]
0.69,[-0.25597793]
0.69,[-0.198348]
0.69,[-0.23744379]
0.69,[-0.13942651]
0.69,[-0.22236583]
0.69,[-0.16792218]
0.69,[-0.20957455]
0.69,[-0.15534906]
0.69,[-0.19649197]
0.69,[-0.17551127]
0.69,[-0.13337602]
