X,Y
31.999999999999996,[-0.45352733]
31.000000000000004,[-0.45313442]
29.999999999999993,[-0.48095563]
29.999999999999993,[-0.51345795]
29.999999999999993,[-0.545895]
31.000000000000004,[-0.51721567]
29.999999999999993,[-0.57833153]
31.000000000000004,[-0.54756224]
29.999999999999993,[-0.6147617]
31.000000000000004,[-0.58328575]
31.999999999999996,[-0.590598]
29.999999999999993,[-0.6535317]
29.999999999999993,[-0.68938994]
31.000000000000004,[-0.6590657]
29.999999999999993,[-0.72048134]
31.000000000000004,[-0.6776544]
29.999999999999993,[-0.735145]
31.000000000000004,[-0.6896766]
31.999999999999996,[-0.6395043]
29.999999999999993,[-0.73843426]
29.999999999999993,[-0.73511934]
31.000000000000004,[-0.6884531]
29.999999999999993,[-0.7391255]
31.000000000000004,[-0.69306284]
29.999999999999993,[-0.7242638]
31.000000000000004,[-0.67755467]
31.999999999999996,[-0.61437994]
29.999999999999993,[-0.70779824]
29.999999999999993,[-0.6923935]
31.000000000000004,[-0.64555293]
29.999999999999993,[-0.67742413]
31.000000000000004,[-0.6312804]
29.999999999999993,[-0.6610644]
31.000000000000004,[-0.61996156]
31.999999999999996,[-0.564341]
29.999999999999993,[-0.62951106]
29.999999999999993,[-0.59116757]
31.000000000000004,[-0.56565964]
29.999999999999993,[-0.552825]
31.000000000000004,[-0.52731705]
29.999999999999993,[-0.51448244]
31.000000000000004,[-0.488974]
31.999999999999996,[-0.43776232]
29.999999999999993,[-0.47613984]
29.999999999999993,[-0.44713566]
31.000000000000004,[-0.43480536]
31.000000000000004,[-0.41868564]
29.999999999999993,[-0.43184793]
31.999999999999996,[-0.40575877]
31.999999999999996,[-0.50180954]
31.999999999999996,[-0.5904857]
31.999999999999996,[-0.64699835]
31.999999999999996,[-0.6320765]
31.999999999999996,[-0.51677567]
31.999999999999996,[-0.38219258]
31.000000000000004,[-0.4162815]
29.999999999999993,[-0.44796625]
-30.0,[-0.09378989]
-29.0,[-0.10031766]
-28.0,[-0.10843205]
-27.0,[-0.11710623]
-26.000000000000004,[-0.12438676]
-24.999999999999996,[-0.13166729]
-24.000000000000004,[-0.13894781]
-23.0,[-0.14622788]
-22.0,[-0.15350889]
-21.0,[-0.16078848]
-20.0,[-0.168069]
-19.000000000000004,[-0.17563853]
-17.999999999999996,[-0.18416168]
-17.000000000000004,[-0.19091739]
-16.000000000000004,[-0.19767308]
-15.0,[-0.20442972]
-14.0,[-0.20950651]
-12.999999999999998,[-0.21418199]
-11.999999999999998,[-0.22038488]
-10.999999999999996,[-0.22658919]
-10.000000000000004,[-0.23279302]
-9.000000000000002,[-0.23899685]
-8.000000000000002,[-0.24520023]
-7.0,[-0.2514036]
-5.999999999999999,[-0.25752306]
-4.999999999999998,[-0.26337823]
-3.999999999999997,[-0.2692339]
-3.000000000000003,[-0.27508816]
-2.000000000000002,[-0.28094473]
-1.000000000000001,[-0.28664333]
0.0,[-0.29176393]
1.000000000000001,[-0.29688546]
1.9999999999999947,[-0.30200607]
3.000000000000003,[-0.30987343]
3.999999999999997,[-0.3188282]
5.000000000000005,[-0.32778203]
5.999999999999999,[-0.33636254]
7.000000000000007,[-0.34892726]
8.000000000000002,[-0.36249694]
8.999999999999995,[-0.37606567]
10.000000000000004,[-0.38963532]
10.999999999999996,[-0.40320498]
12.000000000000005,[-0.41677323]
12.999999999999998,[-0.43025482]
14.000000000000007,[-0.44272214]
15.0,[-0.45184657]
15.999999999999995,[-0.459431]
17.000000000000004,[-0.46489]
17.999999999999996,[-0.47034946]
19.000000000000004,[-0.47555256]
20.0,[-0.4787123]
21.000000000000007,[-0.47835943]
22.0,[-0.47497693]
22.999999999999993,[-0.47159395]
24.000000000000004,[-0.46821144]
24.999999999999996,[-0.46482846]
26.000000000000004,[-0.46144643]
27.0,[-0.45796183]
28.000000000000007,[-0.45264453]
29.0,[-0.44369116]
-29.0,[-0.10013542]
-28.0,[-0.11425088]
-27.0,[-0.12456948]
-26.000000000000004,[-0.12141815]
-24.999999999999996,[-0.11513741]
-24.000000000000004,[-0.10991146]
-23.0,[-0.12032887]
-22.0,[-0.13598481]
-21.0,[-0.1488017]
-20.0,[-0.15710719]
-19.000000000000004,[-0.16541222]
-17.999999999999996,[-0.1737177]
-17.000000000000004,[-0.1820232]
-16.000000000000004,[-0.18976144]
-15.0,[-0.1968504]
-14.0,[-0.2039389]
-12.999999999999998,[-0.20770036]
-11.999999999999998,[-0.20883438]
-10.999999999999996,[-0.20996794]
-10.000000000000004,[-0.20763789]
-9.000000000000002,[-0.20496713]
-8.000000000000002,[-0.20229682]
-7.0,[-0.19962512]
-5.999999999999999,[-0.20852302]
-4.999999999999998,[-0.21800822]
-3.999999999999997,[-0.22749388]
-3.000000000000003,[-0.23697908]
-2.000000000000002,[-0.24646524]
-1.000000000000001,[-0.2559509]
0.0,[-0.26543608]
1.000000000000001,[-0.27449387]
1.9999999999999947,[-0.2833009]
3.000000000000003,[-0.29246214]
3.999999999999997,[-0.3016248]
5.000000000000005,[-0.3140637]
5.999999999999999,[-0.32844856]
7.000000000000007,[-0.34365797]
8.000000000000002,[-0.3618579]
8.999999999999995,[-0.38170177]
10.000000000000004,[-0.4005566]
10.999999999999996,[-0.4172039]
12.000000000000005,[-0.43357345]
12.999999999999998,[-0.44410786]
14.000000000000007,[-0.45464224]
15.0,[-0.46517617]
15.999999999999995,[-0.47571057]
17.000000000000004,[-0.485963]
17.999999999999996,[-0.49382102]
19.000000000000004,[-0.5016786]
20.0,[-0.5095366]
21.000000000000007,[-0.5173937]
22.0,[-0.5218263]
22.999999999999993,[-0.5248024]
24.000000000000004,[-0.5253212]
24.999999999999996,[-0.5252839]
26.000000000000004,[-0.52524614]
27.0,[-0.52520883]
28.000000000000007,[-0.503309]
29.0,[-0.47563833]
-30.0,[-0.09748329]
-30.0,[-0.10117763]
-30.0,[-0.10576501]
-30.0,[-0.11683402]
-30.0,[-0.13876231]
-30.0,[-0.1604114]
-30.0,[-0.1820605]
-30.0,[-0.20323601]
-30.0,[-0.22200087]
-30.0,[-0.23096916]
-30.0,[-0.23993744]
-30.0,[-0.24715926]
-30.0,[-0.23758969]
-30.0,[-0.2260541]
-30.0,[-0.21541063]
-30.0,[-0.19650084]
-30.0,[-0.18145968]
-30.0,[-0.16641854]
-30.0,[-0.14951484]
-30.0,[-0.13504188]
-30.0,[-0.12056798]
-30.0,[-0.10604327]
-30.0,[-0.09397913]
-30.0,[-0.0868319]
-30.0,[-0.08982335]
-29.0,[-0.09551959]
-28.0,[-0.09353074]
-27.0,[-0.10280619]
-26.000000000000004,[-0.10853832]
-24.999999999999996,[-0.11581885]
-24.000000000000004,[-0.10725048]
-23.0,[-0.13037898]
-22.0,[-0.13766044]
-21.0,[-0.14494005]
-20.0,[-0.13637213]
-19.000000000000004,[-0.1595011]
-17.999999999999996,[-0.16678117]
-17.000000000000004,[-0.1740617]
-16.000000000000004,[-0.16549379]
-15.0,[-0.19001174]
-14.0,[-0.19394799]
-12.999999999999998,[-0.19694036]
-11.999999999999998,[-0.18159671]
-10.999999999999996,[-0.20811099]
-10.000000000000004,[-0.2143139]
-9.000000000000002,[-0.22051819]
-8.000000000000002,[-0.20413513]
-7.0,[-0.23292585]
-5.999999999999999,[-0.23908354]
-4.999999999999998,[-0.24493875]
-3.999999999999997,[-0.21716365]
-3.000000000000003,[-0.25040987]
-2.000000000000002,[-0.25410092]
-1.000000000000001,[-0.25922108]
0.0,[-0.24197245]
1.000000000000001,[-0.27082938]
1.9999999999999947,[-0.2817441]
3.000000000000003,[-0.29069796]
3.999999999999997,[-0.2803206]
5.000000000000005,[-0.30860564]
5.999999999999999,[-0.3175604]
7.000000000000007,[-0.32567617]
8.000000000000002,[-0.31498984]
8.999999999999995,[-0.34851477]
10.000000000000004,[-0.3620835]
10.999999999999996,[-0.37565315]
12.000000000000005,[-0.36167052]
12.999999999999998,[-0.402792]
14.000000000000007,[-0.4163612]
15.0,[-0.42909187]
15.999999999999995,[-0.40402904]
17.000000000000004,[-0.44239354]
