X,Y
0.52,[-0.30948144]
0.52,[-0.30192962]
0.52,[-0.30868813]
0.52,[-0.32504368]
0.52,[-0.3410175]
0.52,[-0.33302197]
0.52,[-0.35656345]
0.52,[-0.3485679]
0.52,[-0.37210983]
0.52,[-0.35816032]
0.52,[-0.3457997]
0.52,[-0.3920008]
0.52,[-0.40900517]
0.52,[-0.37693587]
0.52,[-0.42381513]
0.52,[-0.39174536]
0.52,[-0.43880314]
0.52,[-0.4105652]
0.52,[-0.39760613]
0.52,[-0.45726734]
0.52,[-0.4636949]
0.52,[-0.43129516]
0.52,[-0.46038744]
0.52,[-0.42798766]
0.52,[-0.4570795]
0.52,[-0.42467976]
0.52,[-0.3889865]
0.52,[-0.45355344]
0.52,[-0.44961813]
0.52,[-0.41864932]
0.52,[-0.44831023]
0.52,[-0.41908044]
0.52,[-0.43924826]
0.52,[-0.41916668]
0.52,[-0.38416794]
0.52,[-0.4150771]
0.52,[-0.38489226]
0.52,[-0.36926988]
0.52,[-0.35257173]
0.52,[-0.33867952]
0.52,[-0.32859027]
0.52,[-0.3174639]
0.52,[-0.28512242]
0.52,[-0.30737466]
0.52,[-0.28615952]
0.52,[-0.27503315]
0.52,[-0.25352997]
0.52,[-0.2649439]
0.52,[-0.241573]
0.52,[-0.32722506]
0.52,[-0.38985112]
0.52,[-0.395587]
0.52,[-0.35967606]
0.52,[-0.33181337]
0.52,[-0.27838817]
0.52,[-0.2863837]
0.52,[-0.29233116]
0.52,[-0.04808149]
0.52,[-0.04918522]
0.52,[-0.05025912]
0.52,[-0.0515754]
0.52,[-0.05374045]
0.52,[-0.05590456]
0.52,[-0.05806915]
0.52,[-0.05861589]
0.52,[-0.05808127]
0.52,[-0.05783656]
0.52,[-0.05759232]
0.52,[-0.05734762]
0.52,[-0.05710291]
0.52,[-0.05685775]
0.52,[-0.05661351]
0.52,[-0.05796194]
0.52,[-0.06120602]
0.52,[-0.06512921]
0.52,[-0.07146588]
0.52,[-0.07780208]
0.52,[-0.08282528]
0.52,[-0.0866958]
0.52,[-0.09056725]
0.52,[-0.0944387]
0.52,[-0.09831016]
0.52,[-0.10218067]
0.52,[-0.10605213]
0.52,[-0.10942205]
0.52,[-0.11392088]
0.52,[-0.11957425]
0.52,[-0.12522714]
0.52,[-0.13172276]
0.52,[-0.13828082]
0.52,[-0.14650801]
0.52,[-0.15914546]
0.52,[-0.1702019]
0.52,[-0.18094464]
0.52,[-0.19168645]
0.52,[-0.20242919]
0.52,[-0.21317194]
0.52,[-0.22391468]
0.52,[-0.23415777]
0.52,[-0.24406153]
0.52,[-0.25396577]
0.52,[-0.26387137]
0.52,[-0.2737756]
0.52,[-0.2836803]
0.52,[-0.28978997]
0.52,[-0.2891994]
0.52,[-0.29021552]
0.52,[-0.29208368]
0.52,[-0.29604694]
0.52,[-0.29774123]
0.52,[-0.29943597]
0.52,[-0.30113074]
0.52,[-0.30039057]
0.52,[-0.29542282]
0.52,[-0.28880137]
0.52,[-0.28114563]
0.52,[-0.27349034]
0.52,[-0.04322936]
0.52,[-0.04779763]
0.52,[-0.05236731]
0.52,[-0.05693605]
0.52,[-0.06150433]
0.52,[-0.06562794]
0.52,[-0.0694169]
0.52,[-0.07320538]
0.52,[-0.07699387]
0.52,[-0.08078188]
0.52,[-0.08457037]
0.52,[-0.08859657]
0.52,[-0.08857606]
0.52,[-0.08652148]
0.52,[-0.08446597]
0.52,[-0.08241138]
0.52,[-0.08035633]
0.52,[-0.08172015]
0.52,[-0.08651728]
0.52,[-0.09244891]
0.52,[-0.09603325]
0.52,[-0.09953415]
0.52,[-0.10373746]
0.52,[-0.10998511]
0.52,[-0.11623228]
0.52,[-0.12247947]
0.52,[-0.12872665]
0.52,[-0.13497336]
0.52,[-0.14122054]
0.52,[-0.14746726]
0.52,[-0.1537149]
0.52,[-0.16025433]
0.52,[-0.16722722]
0.52,[-0.17405331]
0.52,[-0.18111616]
0.52,[-0.18821305]
0.52,[-0.19532765]
0.52,[-0.20247301]
0.52,[-0.20961837]
0.52,[-0.21661924]
0.52,[-0.22386527]
0.52,[-0.23213954]
0.52,[-0.24041426]
0.52,[-0.24824715]
0.52,[-0.25390798]
0.52,[-0.25955945]
0.52,[-0.26512474]
0.52,[-0.27068955]
0.52,[-0.2762548]
0.52,[-0.2818201]
0.52,[-0.28738582]
0.52,[-0.29104847]
0.52,[-0.29251203]
0.52,[-0.2939751]
0.52,[-0.29543868]
0.52,[-0.29760885]
0.52,[-0.3004805]
0.52,[-0.30335125]
0.52,[-0.29820967]
0.52,[-0.04996641]
0.52,[-0.05182057]
0.52,[-0.05279892]
0.52,[-0.05363138]
0.52,[-0.05446431]
0.52,[-0.05529677]
0.52,[-0.0553788]
0.52,[-0.05310748]
0.52,[-0.05388261]
0.52,[-0.05182896]
0.52,[-0.05133955]
0.52,[-0.05231091]
0.52,[-0.05328273]
0.52,[-0.05296625]
0.52,[-0.04935675]
0.52,[-0.04791835]
0.52,[-0.04647903]
0.52,[-0.0450411]
0.52,[-0.04360271]
0.52,[-0.04216291]
0.52,[-0.04113329]
0.52,[-0.04030922]
0.52,[-0.03948468]
0.52,[-0.03866062]
0.52,[-0.04615089]
0.52,[-0.04730123]
0.52,[-0.04659089]
0.52,[-0.05023069]
0.52,[-0.05239527]
0.52,[-0.05466193]
0.52,[-0.05478964]
0.52,[-0.05643639]
0.52,[-0.05619122]
0.52,[-0.05594605]
0.52,[-0.0538113]
0.52,[-0.0554571]
0.52,[-0.05521194]
0.52,[-0.0549677]
0.52,[-0.05283248]
0.52,[-0.05447782]
0.52,[-0.05574562]
0.52,[-0.0584108]
0.52,[-0.05756949]
0.52,[-0.06597193]
0.52,[-0.07027406]
0.52,[-0.07414504]
0.52,[-0.0661029]
0.52,[-0.08188748]
0.52,[-0.0857594]
0.52,[-0.08962946]
0.52,[-0.08747373]
0.52,[-0.10121305]
0.52,[-0.10727938]
0.52,[-0.11293367]
0.52,[-0.11268571]
0.52,[-0.1254835]
0.52,[-0.13204063]
0.52,[-0.13859825]
0.52,[-0.13891472]
0.52,[-0.16179526]
0.52,[-0.17247975]
0.52,[-0.18309571]
0.52,[-0.18566208]
0.52,[-0.2043281]
0.52,[-0.2145586]
0.52,[-0.22433837]
0.52,[-0.22227493]
0.52,[-0.24359542]
0.52,[-0.25259215]
0.52,[-0.26166347]
0.52,[-0.25376302]
0.52,[-0.27511472]
0.52,[-0.2767181]
0.52,[-0.2774294]
0.52,[-0.2584357]
0.52,[-0.2766249]
0.52,[-0.27765685]
0.52,[-0.27935115]
0.52,[-0.2606809]
0.52,[-0.27807027]
0.52,[-0.27310303]
0.52,[-0.26624385]
0.52,[-0.2360301]
0.52,[-0.25093237]
0.52,[-0.24326448]
0.52,[-0.23171492]
0.52,[-0.19794528]
0.52,[-0.0680321]
0.52,[-0.05484511]
0.52,[-0.0604514]
0.52,[-0.09037895]
0.52,[-0.1092757]
0.52,[-0.09284743]
0.52,[-0.1032308]
0.52,[-0.14295165]
0.52,[-0.12577201]
0.52,[-0.16582006]
0.52,[-0.09888812]
0.52,[-0.18836173]
0.52,[-0.151266]
0.52,[-0.19614705]
0.52,[-0.1587628]
0.52,[-0.20364432]
0.52,[-0.16512278]
0.52,[-0.21004859]
0.52,[-0.12400968]
0.52,[-0.2138613]
0.52,[-0.17274728]
0.52,[-0.21611957]
0.52,[-0.17122266]
0.52,[-0.21130286]
0.52,[-0.15124781]
0.52,[-0.19295704]
0.52,[-0.09119323]
0.52,[-0.1769851]
0.52,[-0.12429167]
0.52,[-0.1629992]
0.52,[-0.11030625]
0.52,[-0.14901285]
0.52,[-0.13502696]
0.52,[-0.09631897]
0.52,[-0.12047429]
0.52,[-0.0461756]
0.52,[-0.05745669]
0.52,[-0.09699108]
0.52,[-0.24682319]
0.52,[-0.27009806]
0.52,[-0.27554494]
0.52,[-0.28077182]
0.52,[-0.25614107]
0.52,[-0.27652237]
0.52,[-0.27505878]
0.52,[-0.27359477]
0.52,[-0.25028726]
0.52,[-0.27066717]
0.52,[-0.26920408]
0.52,[-0.26506415]
0.52,[-0.23702756]
0.52,[-0.25393453]
0.52,[-0.24829935]
0.52,[-0.24263665]
0.52,[-0.21437915]
0.52,[-0.23131314]
0.52,[-0.22565044]
0.52,[-0.21962234]
0.52,[-0.19055662]
0.52,[-0.20327237]
0.52,[-0.19648638]
0.52,[-0.18970086]
0.52,[-0.16278107]
0.52,[-0.17564411]
0.52,[-0.16854909]
0.52,[-0.16147411]
0.52,[-0.14683895]
0.52,[-0.15405795]
0.52,[-0.15063582]
0.52,[-0.14494844]
0.52,[-0.12996508]
0.52,[-0.13266894]
0.52,[-0.12642176]
0.52,[-0.12017459]
0.52,[-0.10595891]
0.52,[-0.10768069]
0.52,[-0.10143398]
0.52,[-0.09525112]
0.52,[-0.08409494]
0.52,[-0.08808339]
0.52,[-0.08334592]
0.52,[-0.07735696]
0.52,[-0.06819663]
0.52,[-0.07410729]
0.52,[-0.07616187]
0.52,[-0.07821739]
0.52,[-0.07402246]
0.52,[-0.08232702]
0.52,[-0.08438113]
0.52,[-0.08314456]
0.52,[-0.07769208]
0.52,[-0.07506327]
