X,Y
0.84,[-0.40487736]
0.84,[-0.3992459]
0.84,[-0.42183372]
0.84,[-0.45016858]
0.84,[-0.47690612]
0.84,[-0.45236674]
0.84,[-0.50385994]
0.84,[-0.4769066]
0.84,[-0.5308128]
0.84,[-0.5036432]
0.84,[-0.5034269]
0.84,[-0.55776614]
0.84,[-0.5847195]
0.84,[-0.5575494]
0.84,[-0.6140933]
0.84,[-0.5848337]
0.84,[-0.6368783]
0.84,[-0.60163623]
0.84,[-0.57057095]
0.84,[-0.6517521]
0.84,[-0.6568718]
0.84,[-0.6166662]
0.84,[-0.66121495]
0.84,[-0.61983943]
0.84,[-0.65241027]
0.84,[-0.6110343]
0.84,[-0.5648314]
0.84,[-0.6436056]
0.84,[-0.63405603]
0.84,[-0.5942327]
0.84,[-0.6236531]
0.84,[-0.5870281]
0.84,[-0.6134976]
0.84,[-0.5782444]
0.84,[-0.52066946]
0.84,[-0.5789692]
0.84,[-0.5413649]
0.84,[-0.5168246]
0.84,[-0.50451946]
0.84,[-0.47997868]
0.84,[-0.46726757]
0.84,[-0.44189572]
0.84,[-0.3947741]
0.84,[-0.42770383]
0.84,[-0.3960871]
0.84,[-0.386422]
0.84,[-0.36459953]
0.84,[-0.3751908]
0.84,[-0.35133237]
0.84,[-0.45543835]
0.84,[-0.5508366]
0.84,[-0.578463]
0.84,[-0.5495912]
0.84,[-0.45418313]
0.84,[-0.3478282]
0.84,[-0.3700795]
0.84,[-0.39252657]
0.84,[-0.08438347]
0.84,[-0.09017246]
0.84,[-0.09969635]
0.84,[-0.10190661]
0.84,[-0.10318653]
0.84,[-0.10427348]
0.84,[-0.10529611]
0.84,[-0.10759726]
0.84,[-0.10974693]
0.84,[-0.11767301]
0.84,[-0.12575383]
0.84,[-0.1338342]
0.84,[-0.1419141]
0.84,[-0.14999492]
0.84,[-0.15807529]
0.84,[-0.16615613]
0.84,[-0.17423601]
0.84,[-0.18231685]
0.84,[-0.1903562]
0.84,[-0.19834194]
0.84,[-0.20632768]
0.84,[-0.21314816]
0.84,[-0.21670453]
0.84,[-0.22026044]
0.84,[-0.2238168]
0.84,[-0.22831562]
0.84,[-0.23370564]
0.84,[-0.23909566]
0.84,[-0.24448569]
0.84,[-0.24987571]
0.84,[-0.25368378]
0.84,[-0.2572019]
0.84,[-0.26335168]
0.84,[-0.26950192]
0.84,[-0.2774415]
0.84,[-0.28745013]
0.84,[-0.29755247]
0.84,[-0.30694723]
0.84,[-0.31593603]
0.84,[-0.32492483]
0.84,[-0.33330584]
0.84,[-0.34301475]
0.84,[-0.35676992]
0.84,[-0.37052602]
0.84,[-0.38332522]
0.84,[-0.3954891]
0.84,[-0.40765253]
0.84,[-0.41917413]
0.84,[-0.4301159]
0.84,[-0.43728596]
0.84,[-0.43786207]
0.84,[-0.4403124]
0.84,[-0.43770733]
0.84,[-0.43478206]
0.84,[-0.43134502]
0.84,[-0.4279089]
0.84,[-0.42447326]
0.84,[-0.41143078]
0.84,[-0.39452055]
0.84,[-0.38485542]
0.84,[-0.08431262]
0.84,[-0.08004358]
0.84,[-0.0761656]
0.84,[-0.07372975]
0.84,[-0.08495351]
0.84,[-0.10126199]
0.84,[-0.1172703]
0.84,[-0.13121797]
0.84,[-0.13859963]
0.84,[-0.14598225]
0.84,[-0.15336439]
0.84,[-0.16074607]
0.84,[-0.1681282]
0.84,[-0.17483076]
0.84,[-0.18114506]
0.84,[-0.18729202]
0.84,[-0.19300552]
0.84,[-0.20142893]
0.84,[-0.20909587]
0.84,[-0.21668495]
0.84,[-0.22427592]
0.84,[-0.231865]
0.84,[-0.23916139]
0.84,[-0.24609515]
0.84,[-0.25302935]
0.84,[-0.25996265]
0.84,[-0.26689687]
0.84,[-0.2732904]
0.84,[-0.27961263]
0.84,[-0.28607094]
0.84,[-0.29336312]
0.84,[-0.30065623]
0.84,[-0.3075154]
0.84,[-0.31417182]
0.84,[-0.32082826]
0.84,[-0.32748374]
0.84,[-0.33414015]
0.84,[-0.3407961]
0.84,[-0.34658045]
0.84,[-0.3519588]
0.84,[-0.35733625]
0.84,[-0.3649654]
0.84,[-0.3754998]
0.84,[-0.38597968]
0.84,[-0.3909912]
0.84,[-0.39480767]
0.84,[-0.39860454]
0.84,[-0.40240282]
0.84,[-0.4087064]
0.84,[-0.41639104]
0.84,[-0.4237564]
0.84,[-0.42539802]
0.84,[-0.42703915]
0.84,[-0.4286803]
0.84,[-0.43032193]
0.84,[-0.43126485]
0.84,[-0.4289194]
0.84,[-0.42687044]
0.84,[-0.41476992]
0.84,[-0.08698012]
0.84,[-0.08733296]
0.84,[-0.09444103]
0.84,[-0.10406653]
0.84,[-0.11513275]
0.84,[-0.13017063]
0.84,[-0.15307121]
0.84,[-0.17516263]
0.84,[-0.18858966]
0.84,[-0.19840859]
0.84,[-0.20834963]
0.84,[-0.21828929]
0.84,[-0.21154244]
0.84,[-0.19853817]
0.84,[-0.1855325]
0.84,[-0.17247601]
0.84,[-0.15909792]
0.84,[-0.14405724]
0.84,[-0.13117601]
0.84,[-0.11456737]
0.84,[-0.09852316]
0.84,[-0.09136802]
0.84,[-0.0842138]
0.84,[-0.07871565]
0.84,[-0.08193875]
0.84,[-0.08724021]
0.84,[-0.0864469]
0.84,[-0.09435434]
0.84,[-0.09535459]
0.84,[-0.09635532]
0.84,[-0.08943649]
0.84,[-0.09835537]
0.84,[-0.09935609]
0.84,[-0.10025381]
0.84,[-0.09330142]
0.84,[-0.11001773]
0.84,[-0.11809763]
0.84,[-0.12617846]
0.84,[-0.11044236]
0.84,[-0.14233965]
0.84,[-0.15042001]
0.84,[-0.15850037]
0.84,[-0.14276427]
0.84,[-0.17454645]
0.84,[-0.18253265]
0.84,[-0.18799771]
0.84,[-0.16640362]
0.84,[-0.19511044]
0.84,[-0.19887656]
0.84,[-0.20426658]
0.84,[-0.1801779]
0.84,[-0.21459682]
0.84,[-0.2169306]
0.84,[-0.22107425]
0.84,[-0.20339637]
0.84,[-0.23337424]
0.84,[-0.23952354]
0.84,[-0.24927117]
0.84,[-0.24111761]
0.84,[-0.26928842]
0.84,[-0.27822223]
0.84,[-0.28693464]
0.84,[-0.2759113]
0.84,[-0.30491224]
0.84,[-0.31390148]
0.84,[-0.32288983]
0.84,[-0.3118665]
0.84,[-0.3435382]
0.84,[-0.3572938]
0.84,[-0.3706612]
