X,Y
10.000000000000005,[-0.45130914]
11.0,[-0.44847196]
11.0,[-0.47632724]
10.000000000000005,[-0.5087955]
9.000000000000002,[-0.5412321]
9.000000000000002,[-0.5133451]
7.999999999999998,[-0.57366866]
7.999999999999998,[-0.54381055]
7.000000000000003,[-0.6091554]
7.000000000000003,[-0.5776781]
5.999999999999999,[-0.5861383]
5.999999999999999,[-0.6471046]
5.000000000000004,[-0.68296194]
5.000000000000004,[-0.6526382]
4.000000000000001,[-0.7148331]
4.000000000000001,[-0.6735238]
2.999999999999998,[-0.7294967]
2.999999999999998,[-0.6864013]
2.0000000000000027,[-0.63667226]
2.0000000000000027,[-0.73463225]
0.9999999999999992,[-0.73189527]
0.9999999999999992,[-0.68609786]
0.0,[-0.73676]
0.0,[-0.6906969]
-0.9999999999999992,[-0.7221575]
-0.9999999999999992,[-0.67544836]
-1.9999999999999984,[-0.6122741]
-1.9999999999999984,[-0.70569235]
-2.999999999999998,[-0.68990827]
-2.999999999999998,[-0.64306813]
-4.000000000000001,[-0.67493844]
-4.000000000000001,[-0.6291233]
-5.0,[-0.6583125]
-5.0,[-0.61780304]
-5.999999999999999,[-0.5619527]
-5.999999999999999,[-0.62680954]
-6.999999999999998,[-0.58846694]
-6.999999999999998,[-0.562959]
-7.999999999999998,[-0.5501244]
-7.999999999999998,[-0.5246155]
-9.000000000000002,[-0.51178133]
-9.000000000000002,[-0.48627293]
-10.0,[-0.43629503]
-10.0,[-0.47343785]
-11.0,[-0.4442104]
-11.0,[-0.432851]
-11.999999999999998,[-0.41715732]
-11.999999999999998,[-0.4294065]
-11.999999999999998,[-0.40423042]
-7.999999999999998,[-0.49910802]
-4.000000000000001,[-0.5883271]
0.0,[-0.64463377]
4.000000000000001,[-0.62880075]
7.999999999999998,[-0.513024]
11.999999999999995,[-0.3810567]
11.999999999999995,[-0.41292137]
11.999999999999995,[-0.44333738]
-11.999999999999998,[-0.093644]
-11.999999999999998,[-0.10017177]
-11.999999999999998,[-0.10860031]
-11.999999999999998,[-0.11632737]
-11.999999999999998,[-0.12360743]
-11.999999999999998,[-0.13088843]
-11.999999999999998,[-0.1381685]
-11.999999999999998,[-0.14544903]
-11.999999999999998,[-0.1527291]
-11.999999999999998,[-0.16001008]
-11.999999999999998,[-0.16728969]
-11.999999999999998,[-0.17537378]
-11.999999999999998,[-0.18435092]
-11.999999999999998,[-0.19224298]
-11.999999999999998,[-0.19899914]
-11.999999999999998,[-0.20575485]
-11.999999999999998,[-0.21349075]
-11.999999999999998,[-0.21969412]
-11.999999999999998,[-0.22589749]
-11.999999999999998,[-0.23210132]
-11.999999999999998,[-0.23830515]
-11.999999999999998,[-0.244509]
-11.999999999999998,[-0.25071236]
-11.999999999999998,[-0.25691667]
-11.999999999999998,[-0.26280588]
-11.999999999999998,[-0.268662]
-11.999999999999998,[-0.27451718]
-11.999999999999998,[-0.28037235]
-11.999999999999998,[-0.28647178]
-11.999999999999998,[-0.29236194]
-11.999999999999998,[-0.29692322]
-11.999999999999998,[-0.3010925]
-11.999999999999998,[-0.30457848]
-11.999999999999998,[-0.3103069]
-11.999999999999998,[-0.31855786]
-11.999999999999998,[-0.32657623]
-11.999999999999998,[-0.3345946]
-11.999999999999998,[-0.3455937]
-11.999999999999998,[-0.3591629]
-11.999999999999998,[-0.37273255]
-11.999999999999998,[-0.38630176]
-11.999999999999998,[-0.39987049]
-11.999999999999998,[-0.41344014]
-11.999999999999998,[-0.42675903]
-11.999999999999998,[-0.43935406]
-11.999999999999998,[-0.44986236]
-11.999999999999998,[-0.45866892]
