X,Y
0.86,[-0.4102832]
0.86,[-0.40370417]
0.86,[-0.42629153]
0.86,[-0.45609277]
0.86,[-0.4852834]
0.86,[-0.4597139]
0.86,[-0.51243764]
0.86,[-0.48526803]
0.86,[-0.53939146]
0.86,[-0.5122218]
0.86,[-0.51200604]
0.86,[-0.5663443]
0.86,[-0.59329766]
0.86,[-0.5661285]
0.86,[-0.62626654]
0.86,[-0.5958715]
0.86,[-0.6479152]
0.86,[-0.61161834]
0.86,[-0.5765007]
0.86,[-0.6618148]
0.86,[-0.6628011]
0.86,[-0.6225955]
0.86,[-0.6687178]
0.86,[-0.6266459]
0.86,[-0.66081923]
0.86,[-0.6185399]
0.86,[-0.57162106]
0.86,[-0.6529211]
0.86,[-0.6439137]
0.86,[-0.6025088]
0.86,[-0.6343814]
0.86,[-0.59605557]
0.86,[-0.6215211]
0.86,[-0.58506674]
0.86,[-0.5278344]
0.86,[-0.58743966]
0.86,[-0.5511307]
0.86,[-0.52648735]
0.86,[-0.5148143]
0.86,[-0.4895021]
0.86,[-0.47594827]
0.86,[-0.45057642]
0.86,[-0.3988814]
0.86,[-0.4368977]
0.86,[-0.4023958]
0.86,[-0.3927307]
0.86,[-0.37183437]
0.86,[-0.3814995]
0.86,[-0.3610567]
0.86,[-0.46399415]
0.86,[-0.55618143]
0.86,[-0.58527046]
0.86,[-0.5581325]
0.86,[-0.46153033]
0.86,[-0.35194996]
0.86,[-0.37453777]
0.86,[-0.39687857]
0.86,[-0.08749703]
0.86,[-0.09376285]
0.86,[-0.10373979]
0.86,[-0.10653781]
0.86,[-0.10781772]
0.86,[-0.10884175]
0.86,[-0.10984248]
0.86,[-0.11256685]
0.86,[-0.12064768]
0.86,[-0.12872759]
0.86,[-0.13680793]
0.86,[-0.14488924]
0.86,[-0.1529696]
0.86,[-0.1610495]
0.86,[-0.16913079]
0.86,[-0.17721115]
0.86,[-0.18529151]
0.86,[-0.19337188]
0.86,[-0.2014527]
0.86,[-0.20944685]
0.86,[-0.21721305]
0.86,[-0.22076942]
0.86,[-0.22432579]
0.86,[-0.22788122]
0.86,[-0.2314376]
0.86,[-0.2350373]
0.86,[-0.24042825]
0.86,[-0.24581781]
0.86,[-0.25120783]
0.86,[-0.25659832]
0.86,[-0.25984752]
0.86,[-0.2626045]
0.86,[-0.26875427]
0.86,[-0.27490404]
0.86,[-0.28327665]
0.86,[-0.29328528]
0.86,[-0.30274624]
0.86,[-0.31106478]
0.86,[-0.31938425]
0.86,[-0.3281484]
0.86,[-0.33713672]
0.86,[-0.35033303]
0.86,[-0.36408913]
0.86,[-0.3778443]
0.86,[-0.39146337]
0.86,[-0.40362728]
0.86,[-0.4157907]
0.86,[-0.4277784]
0.86,[-0.4386838]
0.86,[-0.4469949]
0.86,[-0.44546795]
0.86,[-0.44261074]
0.86,[-0.4400057]
0.86,[-0.43740064]
0.86,[-0.4347956]
0.86,[-0.43219098]
0.86,[-0.4295855]
0.86,[-0.42183557]
0.86,[-0.4008297]
0.86,[-0.39116508]
0.86,[-0.08756275]
0.86,[-0.08630614]
0.86,[-0.0818665]
0.86,[-0.07633666]
0.86,[-0.08695123]
0.86,[-0.10269852]
0.86,[-0.11870683]
0.86,[-0.13332102]
0.86,[-0.14070317]
0.86,[-0.14808577]
0.86,[-0.15546745]
0.86,[-0.16284911]
0.86,[-0.17023173]
0.86,[-0.17690726]
0.86,[-0.18322155]
0.86,[-0.18953586]
0.86,[-0.19585015]
0.86,[-0.20216446]
0.86,[-0.211026]
0.86,[-0.22084679]
0.86,[-0.23031615]
0.86,[-0.2376857]
0.86,[-0.24461946]
0.86,[-0.25155368]
0.86,[-0.25848836]
0.86,[-0.2654221]
0.86,[-0.27235585]
0.86,[-0.279133]
0.86,[-0.28545523]
0.86,[-0.29177698]
0.86,[-0.29822132]
0.86,[-0.30551443]
0.86,[-0.31231582]
0.86,[-0.31897175]
0.86,[-0.3256277]
0.86,[-0.33228412]
0.86,[-0.33894056]
0.86,[-0.3455965]
0.86,[-0.35127875]
0.86,[-0.35665667]
0.86,[-0.36300638]
0.86,[-0.37354124]
0.86,[-0.38407516]
0.86,[-0.39461005]
0.86,[-0.40178663]
0.86,[-0.40708995]
0.86,[-0.41141492]
0.86,[-0.41565785]
0.86,[-0.42068896]
0.86,[-0.42837408]
0.86,[-0.43538848]
0.86,[-0.43702915]
0.86,[-0.4386717]
0.86,[-0.44031283]
0.86,[-0.441954]
0.86,[-0.4410987]
0.86,[-0.44008866]
0.86,[-0.43980107]
0.86,[-0.41959503]
0.86,[-0.09092009]
0.86,[-0.09370179]
0.86,[-0.10076606]
0.86,[-0.10889909]
0.86,[-0.12032374]
0.86,[-0.14219843]
0.86,[-0.16435464]
0.86,[-0.18644698]
0.86,[-0.20074749]
0.86,[-0.2105669]
0.86,[-0.22038582]
0.86,[-0.23015441]
0.86,[-0.222006]
0.86,[-0.20701611]
0.86,[-0.19197543]
0.86,[-0.17693429]
0.86,[-0.1618936]
0.86,[-0.146852]
0.86,[-0.13344873]
0.86,[-0.11792657]
0.86,[-0.10060804]
0.86,[-0.09094713]
0.86,[-0.08379244]
0.86,[-0.07731175]
0.86,[-0.08623856]
0.86,[-0.09134238]
0.86,[-0.09000327]
0.86,[-0.09892262]
0.86,[-0.09992334]
0.86,[-0.10092313]
0.86,[-0.0940043]
0.86,[-0.10292365]
0.86,[-0.1037067]
0.86,[-0.10717683]
0.86,[-0.09749634]
0.86,[-0.12107277]
0.86,[-0.12915267]
0.86,[-0.1372335]
0.86,[-0.12149785]
0.86,[-0.15339422]
0.86,[-0.16147505]
0.86,[-0.16955587]
0.86,[-0.15381977]
0.86,[-0.18565135]
0.86,[-0.19206353]
0.86,[-0.19561943]
0.86,[-0.1740258]
0.86,[-0.20273124]
0.86,[-0.2062876]
0.86,[-0.21098778]
0.86,[-0.18634164]
0.86,[-0.22076009]
0.86,[-0.2230948]
0.86,[-0.22647685]
0.86,[-0.2087985]
0.86,[-0.23877591]
0.86,[-0.24509768]
0.86,[-0.25510585]
