X,Y
0.99,[-0.45130914]
0.99,[-0.44847196]
0.99,[-0.47632724]
0.99,[-0.5087955]
0.99,[-0.5412321]
0.99,[-0.5133451]
0.99,[-0.57366866]
0.99,[-0.54381055]
0.99,[-0.6091554]
0.99,[-0.5776781]
0.99,[-0.5861383]
0.99,[-0.6471046]
0.99,[-0.68296194]
0.99,[-0.6526382]
0.99,[-0.7148331]
0.99,[-0.6735238]
0.99,[-0.7294967]
0.99,[-0.6864013]
0.99,[-0.63667226]
0.99,[-0.73463225]
0.99,[-0.73189527]
0.99,[-0.68609786]
0.99,[-0.73676]
0.99,[-0.6906969]
0.99,[-0.7221575]
0.99,[-0.67544836]
0.99,[-0.6122741]
0.99,[-0.70569235]
0.99,[-0.68990827]
0.99,[-0.64306813]
0.99,[-0.67493844]
0.99,[-0.6291233]
0.99,[-0.6583125]
0.99,[-0.61780304]
0.99,[-0.5619527]
0.99,[-0.62680954]
0.99,[-0.58846694]
0.99,[-0.562959]
0.99,[-0.5501244]
0.99,[-0.5246155]
0.99,[-0.51178133]
0.99,[-0.48627293]
0.99,[-0.43629503]
0.99,[-0.47343785]
0.99,[-0.4442104]
0.99,[-0.432851]
0.99,[-0.41715732]
0.99,[-0.4294065]
0.99,[-0.40423042]
0.99,[-0.49910802]
0.99,[-0.5883271]
0.99,[-0.64463377]
0.99,[-0.62880075]
0.99,[-0.513024]
0.99,[-0.3810567]
0.99,[-0.41292137]
0.99,[-0.44333738]
0.99,[-0.093644]
0.99,[-0.10017177]
0.99,[-0.10860031]
0.99,[-0.11632737]
0.99,[-0.12360743]
0.99,[-0.13088843]
0.99,[-0.1381685]
0.99,[-0.14544903]
0.99,[-0.1527291]
0.99,[-0.16001008]
0.99,[-0.16728969]
0.99,[-0.17537378]
0.99,[-0.18435092]
0.99,[-0.19224298]
0.99,[-0.19899914]
0.99,[-0.20575485]
0.99,[-0.21349075]
0.99,[-0.21969412]
0.99,[-0.22589749]
0.99,[-0.23210132]
0.99,[-0.23830515]
0.99,[-0.244509]
0.99,[-0.25071236]
0.99,[-0.25691667]
0.99,[-0.26280588]
0.99,[-0.268662]
0.99,[-0.27451718]
0.99,[-0.28037235]
0.99,[-0.28647178]
0.99,[-0.29236194]
0.99,[-0.29692322]
0.99,[-0.3010925]
0.99,[-0.30457848]
0.99,[-0.3103069]
0.99,[-0.31855786]
0.99,[-0.32657623]
0.99,[-0.3345946]
0.99,[-0.3455937]
0.99,[-0.3591629]
0.99,[-0.37273255]
0.99,[-0.38630176]
0.99,[-0.39987049]
0.99,[-0.41344014]
0.99,[-0.42675903]
0.99,[-0.43935406]
0.99,[-0.44986236]
0.99,[-0.45866892]
0.99,[-0.46412838]
0.99,[-0.4695874]
0.99,[-0.4746404]
0.99,[-0.47765794]
0.99,[-0.477011]
0.99,[-0.47362757]
0.99,[-0.4702455]
0.99,[-0.466863]
0.99,[-0.4634805]
0.99,[-0.4595065]
0.99,[-0.45463294]
0.99,[-0.4497589]
0.99,[-0.4407659]
0.99,[-0.09784592]
0.99,[-0.1130008]
0.99,[-0.12249532]
0.99,[-0.11934446]
0.99,[-0.11343987]
0.99,[-0.10843485]
0.99,[-0.1137941]
0.99,[-0.13948058]
0.99,[-0.15072298]
0.99,[-0.15902847]
0.99,[-0.1673335]
0.99,[-0.17563899]
0.99,[-0.18390067]
0.99,[-0.19040607]
0.99,[-0.19672036]
0.99,[-0.20303513]
0.99,[-0.20849925]
0.99,[-0.20963235]
0.99,[-0.21076591]
0.99,[-0.21189901]
0.99,[-0.20947482]
0.99,[-0.20680404]
0.99,[-0.20630811]
0.99,[-0.2157933]
0.99,[-0.22527944]
0.99,[-0.2347651]
0.99,[-0.2442503]
0.99,[-0.25373644]
0.99,[-0.2632221]
0.99,[-0.27270776]
0.99,[-0.28219342]
0.99,[-0.2917355]
0.99,[-0.3013787]
0.99,[-0.31102005]
0.99,[-0.3198718]
0.99,[-0.33315527]
0.99,[-0.34846118]
0.99,[-0.36528096]
0.99,[-0.38588506]
0.99,[-0.4025324]
0.99,[-0.41875044]
0.99,[-0.42928484]
0.99,[-0.43981925]
0.99,[-0.4503541]
0.99,[-0.46088803]
0.99,[-0.47142288]
0.99,[-0.48066664]
0.99,[-0.48695904]
0.99,[-0.4948166]
0.99,[-0.50267464]
0.99,[-0.5105322]
0.99,[-0.5150711]
0.99,[-0.5192329]
0.99,[-0.51938957]
0.99,[-0.51935226]
0.99,[-0.5193136]
0.99,[-0.5192763]
0.99,[-0.49868014]
0.99,[-0.471009]
0.99,[-0.09733786]
0.99,[-0.10103174]
0.99,[-0.10546437]
0.99,[-0.11640055]
0.99,[-0.1381135]
0.99,[-0.15976305]
0.99,[-0.18141215]
0.99,[-0.20183958]
0.99,[-0.22077595]
0.99,[-0.22974376]
0.99,[-0.23871206]
0.99,[-0.24633145]
0.99,[-0.2364496]
0.99,[-0.22508414]
0.99,[-0.21245927]
0.99,[-0.19510345]
0.99,[-0.18006231]
0.99,[-0.16502209]
0.99,[-0.14821908]
0.99,[-0.13307212]
0.99,[-0.11859869]
0.99,[-0.10410475]
0.99,[-0.09007365]
0.99,[-0.08324011]
0.99,[-0.08976136]
0.99,[-0.09545761]
0.99,[-0.09347993]
0.99,[-0.10306907]
0.99,[-0.10775946]
0.99,[-0.11504]
0.99,[-0.10647162]
0.99,[-0.12960058]
0.99,[-0.13688111]
0.99,[-0.14416118]
0.99,[-0.13559328]
0.99,[-0.15872177]
