X,Y
0.58,[-0.3041907]
0.58,[-0.2983952]
0.58,[-0.30624154]
0.58,[-0.32203266]
0.58,[-0.33762148]
0.58,[-0.3284094]
0.58,[-0.35674196]
0.58,[-0.34341747]
0.58,[-0.38270298]
0.58,[-0.3600592]
0.58,[-0.34961337]
0.58,[-0.40866303]
0.58,[-0.4322297]
0.58,[-0.3994715]
0.58,[-0.446622]
0.58,[-0.4143826]
0.58,[-0.46126232]
0.58,[-0.4309083]
0.58,[-0.42493564]
0.58,[-0.48392612]
0.58,[-0.49232948]
0.58,[-0.45695785]
0.58,[-0.48757055]
0.58,[-0.45451453]
0.58,[-0.48417035]
0.58,[-0.45135948]
0.58,[-0.41447535]
0.58,[-0.48009753]
0.58,[-0.4760238]
0.58,[-0.4432134]
0.58,[-0.47195053]
0.58,[-0.43913966]
0.58,[-0.46073422]
0.58,[-0.43609694]
0.58,[-0.3964903]
0.58,[-0.42932072]
0.58,[-0.3973899]
0.58,[-0.3816342]
0.58,[-0.3671132]
0.58,[-0.35005757]
0.58,[-0.3392738]
0.58,[-0.32862195]
0.58,[-0.30158985]
0.58,[-0.3209499]
0.58,[-0.30368823]
0.58,[-0.29173177]
0.58,[-0.26991767]
0.58,[-0.28187367]
0.58,[-0.25796166]
0.58,[-0.3359971]
0.58,[-0.40695852]
0.58,[-0.42158622]
0.58,[-0.3823124]
0.58,[-0.33426553]
0.58,[-0.27417552]
0.58,[-0.28329623]
0.58,[-0.2904495]
0.58,[-0.05736766]
0.58,[-0.06007199]
0.58,[-0.06170475]
0.58,[-0.06238386]
0.58,[-0.06176488]
0.58,[-0.06114589]
0.58,[-0.06052784]
0.58,[-0.05990839]
0.58,[-0.0594269]
0.58,[-0.06024119]
0.58,[-0.06172992]
0.58,[-0.06321912]
0.58,[-0.06470878]
0.58,[-0.06619752]
0.58,[-0.06958795]
0.58,[-0.07353305]
0.58,[-0.07726141]
0.58,[-0.08084807]
0.58,[-0.08380643]
0.58,[-0.08676525]
0.58,[-0.09038734]
0.58,[-0.09417816]
0.58,[-0.09796803]
0.58,[-0.10175932]
0.58,[-0.10554967]
0.58,[-0.10934095]
0.58,[-0.1131313]
0.58,[-0.11692166]
0.58,[-0.120712]
0.58,[-0.13146454]
0.58,[-0.14323923]
0.58,[-0.15499341]
0.58,[-0.16593705]
0.58,[-0.17430314]
0.58,[-0.18259418]
0.58,[-0.19088475]
0.58,[-0.19917487]
0.58,[-0.2074659]
0.58,[-0.21575555]
0.58,[-0.22404705]
0.58,[-0.23233716]
0.58,[-0.24062821]
0.58,[-0.24868621]
0.58,[-0.25616345]
0.58,[-0.26363927]
0.58,[-0.2711165]
0.58,[-0.27859324]
0.58,[-0.28606954]
0.58,[-0.29218996]
0.58,[-0.29676008]
0.58,[-0.29770207]
0.58,[-0.29933858]
0.58,[-0.30197483]
0.58,[-0.3046102]
0.58,[-0.3085497]
0.58,[-0.3126309]
0.58,[-0.31409913]
0.58,[-0.31025425]
0.58,[-0.3046116]
0.58,[-0.29383063]
0.58,[-0.0589319]
0.58,[-0.06350064]
0.58,[-0.06806939]
0.58,[-0.07263813]
0.58,[-0.07662891]
0.58,[-0.08041786]
0.58,[-0.08420588]
0.58,[-0.08259735]
0.58,[-0.08096087]
0.58,[-0.07923256]
0.58,[-0.07717844]
0.58,[-0.07512339]
0.58,[-0.07308932]
0.58,[-0.0730222]
0.58,[-0.07946887]
0.58,[-0.08591601]
0.58,[-0.09212404]
0.58,[-0.09534294]
0.58,[-0.09856138]
0.58,[-0.10614209]
0.58,[-0.11398194]
0.58,[-0.12174629]
0.58,[-0.12940763]
0.58,[-0.13706896]
0.58,[-0.14458114]
0.58,[-0.15144265]
0.58,[-0.15830462]
0.58,[-0.16516705]
0.58,[-0.17202996]
0.58,[-0.17889145]
0.58,[-0.18569796]
0.58,[-0.19202484]
0.58,[-0.19835173]
0.58,[-0.20437936]
0.58,[-0.21011011]
0.58,[-0.21584131]
0.58,[-0.22157158]
0.58,[-0.22730185]
0.58,[-0.2330326]
0.58,[-0.23889291]
0.58,[-0.24560574]
0.58,[-0.25231808]
0.58,[-0.2590309]
0.58,[-0.2654221]
0.58,[-0.26955503]
0.58,[-0.273688]
0.58,[-0.2778214]
0.58,[-0.28195432]
0.58,[-0.28608724]
0.58,[-0.29022065]
0.58,[-0.29435405]
0.58,[-0.29730543]
0.58,[-0.29746205]
0.58,[-0.29761866]
0.58,[-0.29777527]
0.58,[-0.29793188]
0.58,[-0.29828098]
0.58,[-0.29905844]
0.58,[-0.29760373]
0.58,[-0.06001979]
0.58,[-0.06224543]
0.58,[-0.06253954]
0.58,[-0.06302662]
0.58,[-0.06378683]
0.58,[-0.06541726]
0.58,[-0.07151063]
0.58,[-0.0793407]
0.58,[-0.08194201]
0.58,[-0.08312266]
0.58,[-0.08148617]
0.58,[-0.0799415]
0.58,[-0.07839777]
0.58,[-0.07474678]
0.58,[-0.07003914]
0.58,[-0.06590527]
0.58,[-0.06446641]
0.58,[-0.06302755]
0.58,[-0.06158916]
0.58,[-0.0601503]
0.58,[-0.0587119]
0.58,[-0.05727258]
0.58,[-0.05583418]
0.58,[-0.05439532]
0.58,[-0.05429604]
0.58,[-0.05730287]
0.58,[-0.05599639]
0.58,[-0.05931085]
0.58,[-0.05881724]
0.58,[-0.05838656]
0.58,[-0.05562257]
0.58,[-0.05752427]
0.58,[-0.05709313]
0.58,[-0.05666291]
0.58,[-0.05389846]
0.58,[-0.05625647]
0.58,[-0.05774614]
0.58,[-0.05941199]
0.58,[-0.05456638]
0.58,[-0.06293386]
0.58,[-0.06498472]
0.58,[-0.06849587]
0.58,[-0.06069331]
0.58,[-0.07441305]
0.58,[-0.07781421]
0.58,[-0.08160549]
0.58,[-0.07282317]
0.58,[-0.08918665]
0.58,[-0.09297654]
0.58,[-0.09676782]
0.58,[-0.09312896]
0.58,[-0.10681001]
0.58,[-0.11290617]
0.58,[-0.1190014]
0.58,[-0.11751127]
0.58,[-0.14251491]
0.58,[-0.15426956]
0.58,[-0.1652859]
0.58,[-0.16366993]
0.58,[-0.18186752]
0.58,[-0.19015764]
0.58,[-0.19844867]
0.58,[-0.19772156]
0.58,[-0.21502982]
0.58,[-0.22331993]
0.58,[-0.23147115]
0.58,[-0.22798143]
0.58,[-0.24642421]
0.58,[-0.25390097]
0.58,[-0.26137772]
0.58,[-0.25625294]
0.58,[-0.27629817]
0.58,[-0.27969512]
0.58,[-0.2785942]
0.58,[-0.2611666]
0.58,[-0.28402522]
0.58,[-0.28665498]
0.58,[-0.28974524]
0.58,[-0.27264717]
0.58,[-0.29767737]
0.58,[-0.29598916]
0.58,[-0.2895821]
0.58,[-0.2558232]
0.58,[-0.27202165]
0.58,[-0.26006284]
0.58,[-0.24810359]
0.58,[-0.21280605]
0.58,[-0.07387004]
0.58,[-0.06052411]
0.58,[-0.0700135]
0.58,[-0.0981652]
0.58,[-0.11915475]
0.58,[-0.10285466]
0.58,[-0.11768652]
0.58,[-0.15750664]
0.58,[-0.14022727]
0.58,[-0.18027484]
0.58,[-0.11070477]
0.58,[-0.20046736]
0.58,[-0.16308357]
0.58,[-0.20796463]
0.58,[-0.17058037]
0.58,[-0.21546097]
0.58,[-0.17807718]
0.58,[-0.22281235]
0.58,[-0.13784969]
0.58,[-0.22411697]
0.58,[-0.18658729]
0.58,[-0.22649875]
0.58,[-0.18351799]
0.58,[-0.22278579]
0.58,[-0.16533345]
0.58,[-0.20047343]
0.58,[-0.10754925]
0.58,[-0.18079875]
0.58,[-0.12810533]
0.58,[-0.16681287]
0.58,[-0.11411898]
0.58,[-0.15282604]
0.58,[-0.13883968]
0.58,[-0.10013355]
0.58,[-0.11911607]
0.58,[-0.04513245]
0.58,[-0.05609893]
0.58,[-0.09616562]
0.58,[-0.24415988]
