X,Y
31.999999999999996,[-0.4125126]
31.000000000000004,[-0.40593356]
29.999999999999993,[-0.4285209]
29.999999999999993,[-0.45893693]
29.999999999999993,[-0.4890001]
31.000000000000004,[-0.46327913]
29.999999999999993,[-0.5167272]
31.000000000000004,[-0.48955756]
29.999999999999993,[-0.54368055]
31.000000000000004,[-0.5165104]
31.999999999999996,[-0.5162942]
29.999999999999993,[-0.5706334]
29.999999999999993,[-0.59866345]
31.000000000000004,[-0.5708371]
29.999999999999993,[-0.632352]
31.000000000000004,[-0.6013901]
29.999999999999993,[-0.6534343]
31.000000000000004,[-0.6155168]
31.999999999999996,[-0.57946515]
29.999999999999993,[-0.6665989]
29.999999999999993,[-0.6678639]
31.000000000000004,[-0.6265518]
29.999999999999993,[-0.6740454]
31.000000000000004,[-0.6317656]
29.999999999999993,[-0.66614676]
31.000000000000004,[-0.6238675]
31.999999999999996,[-0.57630867]
29.999999999999993,[-0.65824866]
29.999999999999993,[-0.64905244]
31.000000000000004,[-0.60719544]
29.999999999999993,[-0.6395211]
31.000000000000004,[-0.5990615]
29.999999999999993,[-0.6245112]
31.000000000000004,[-0.58807313]
31.999999999999996,[-0.5313796]
29.999999999999993,[-0.5913428]
29.999999999999993,[-0.55503523]
31.000000000000004,[-0.5303905]
29.999999999999993,[-0.5177111]
31.000000000000004,[-0.49220362]
29.999999999999993,[-0.4793681]
31.000000000000004,[-0.45385966]
31.999999999999996,[-0.4011928]
29.999999999999993,[-0.44102505]
29.999999999999993,[-0.4056306]
31.000000000000004,[-0.39588484]
31.000000000000004,[-0.37518752]
29.999999999999993,[-0.3849398]
31.999999999999996,[-0.36543572]
31.999999999999996,[-0.46669567]
31.999999999999996,[-0.55918825]
31.999999999999996,[-0.58948636]
31.999999999999996,[-0.5620319]
31.999999999999996,[-0.46520415]
31.999999999999996,[-0.35417932]
31.000000000000004,[-0.37676668]
29.999999999999993,[-0.39905527]
-30.0,[-0.08980098]
-29.0,[-0.09625744]
-28.0,[-0.10627493]
-27.0,[-0.10904125]
-26.000000000000004,[-0.11034401]
-24.999999999999996,[-0.11112659]
-24.000000000000004,[-0.11232541]
-23.0,[-0.1180939]
-22.0,[-0.12617473]
-21.0,[-0.1342551]
-20.0,[-0.14233592]
-19.000000000000004,[-0.15041628]
-17.999999999999996,[-0.15849711]
-17.000000000000004,[-0.16657747]
-16.000000000000004,[-0.17465784]
-15.0,[-0.1827382]
-14.0,[-0.19081856]
-12.999999999999998,[-0.19889893]
-11.999999999999998,[-0.20697977]
-10.999999999999996,[-0.2149986]
-10.000000000000004,[-0.22102392]
-9.000000000000002,[-0.22458027]
-8.000000000000002,[-0.22813572]
-7.0,[-0.23169208]
-5.999999999999999,[-0.23524845]
-4.999999999999998,[-0.23880434]
-3.999999999999997,[-0.24378885]
-3.000000000000003,[-0.24917889]
-2.000000000000002,[-0.2545689]
-1.000000000000001,[-0.25995892]
0.0,[-0.26292846]
1.000000000000001,[-0.26530558]
1.9999999999999947,[-0.27145627]
3.000000000000003,[-0.27760556]
3.999999999999997,[-0.286194]
5.000000000000005,[-0.29620263]
5.999999999999999,[-0.3052478]
7.000000000000007,[-0.31356683]
8.000000000000002,[-0.32188538]
8.999999999999995,[-0.33020484]
10.000000000000004,[-0.33963457]
10.999999999999996,[-0.35399196]
12.000000000000005,[-0.36774758]
12.999999999999998,[-0.38150367]
14.000000000000007,[-0.39525932]
15.0,[-0.40769634]
15.999999999999995,[-0.41985884]
17.000000000000004,[-0.43201482]
17.999999999999996,[-0.44296822]
19.000000000000004,[-0.45184937]
20.0,[-0.44879684]
21.000000000000007,[-0.44392374]
22.0,[-0.44115508]
22.999999999999993,[-0.43854958]
24.000000000000004,[-0.435945]
24.999999999999996,[-0.433339]
26.000000000000004,[-0.4307349]
27.0,[-0.42601234]
28.000000000000007,[-0.4044434]
29.0,[-0.39469162]
-29.0,[-0.08735254]
-28.0,[-0.08940013]
-27.0,[-0.08496003]
-26.000000000000004,[-0.0795057]
-24.999999999999996,[-0.08807547]
-24.000000000000004,[-0.10341725]
-23.0,[-0.1194251]
-22.0,[-0.13437255]
-21.0,[-0.14175516]
-20.0,[-0.14913683]
-19.000000000000004,[-0.15651898]
-17.999999999999996,[-0.16390112]
-17.000000000000004,[-0.17128232]
-16.000000000000004,[-0.17794527]
-15.0,[-0.18425956]
-14.0,[-0.19057433]
-12.999999999999998,[-0.19688909]
-11.999999999999998,[-0.20320293]
-10.999999999999996,[-0.20951816]
-10.000000000000004,[-0.21923174]
-9.000000000000002,[-0.22905207]
-8.000000000000002,[-0.23836388]
-7.0,[-0.24734989]
-5.999999999999999,[-0.2542841]
