X,Y
0.53,[-0.30842945]
0.53,[-0.30087858]
0.53,[-0.30758253]
0.53,[-0.32393855]
0.53,[-0.33996597]
0.53,[-0.33197045]
0.53,[-0.3555119]
0.53,[-0.34751683]
0.53,[-0.37105784]
0.53,[-0.3587956]
0.53,[-0.3464355]
0.53,[-0.39573753]
0.53,[-0.41277733]
0.53,[-0.38070804]
0.53,[-0.42758775]
0.53,[-0.39551848]
0.53,[-0.4423982]
0.53,[-0.41395566]
0.53,[-0.40216136]
0.53,[-0.46202904]
0.53,[-0.4683387]
0.53,[-0.43588907]
0.53,[-0.46503076]
0.53,[-0.43263146]
0.53,[-0.46172282]
0.53,[-0.4293226]
0.53,[-0.3933651]
0.53,[-0.45807555]
0.53,[-0.45414072]
0.53,[-0.4218011]
0.53,[-0.4514625]
0.53,[-0.42223316]
0.53,[-0.4426937]
0.53,[-0.42216933]
0.53,[-0.38686246]
0.53,[-0.41777256]
0.53,[-0.38708666]
0.53,[-0.37133098]
0.53,[-0.3565546]
0.53,[-0.34167144]
0.53,[-0.3315822]
0.53,[-0.32045582]
0.53,[-0.28793254]
0.53,[-0.3103661]
0.53,[-0.28915095]
0.53,[-0.27802506]
0.53,[-0.25625992]
0.53,[-0.2679358]
0.53,[-0.24430484]
0.53,[-0.33023047]
0.53,[-0.39300385]
0.53,[-0.40023077]
0.53,[-0.36344826]
0.53,[-0.33244866]
0.53,[-0.27733758]
0.53,[-0.28533262]
0.53,[-0.29122698]
0.53,[-0.04976832]
0.53,[-0.05091866]
0.53,[-0.05215476]
0.53,[-0.05356892]
0.53,[-0.05545478]
0.53,[-0.05761936]
0.53,[-0.05919385]
0.53,[-0.05864758]
0.53,[-0.05814745]
0.53,[-0.05790275]
0.53,[-0.05765804]
0.53,[-0.05741334]
0.53,[-0.05716817]
0.53,[-0.05692393]
0.53,[-0.0582486]
0.53,[-0.05987576]
0.53,[-0.0621825]
0.53,[-0.067504]
0.53,[-0.07384161]
0.53,[-0.08017781]
0.53,[-0.08415274]
0.53,[-0.08802419]
0.53,[-0.09189472]
0.53,[-0.09576616]
0.53,[-0.09963715]
0.53,[-0.10350814]
0.53,[-0.10737912]
0.53,[-0.1107924]
0.53,[-0.11505537]
0.53,[-0.12070268]
0.53,[-0.12634999]
0.53,[-0.13199636]
0.53,[-0.13764367]
0.53,[-0.14623673]
0.53,[-0.15565528]
0.53,[-0.16634256]
0.53,[-0.17707226]
0.53,[-0.18781453]
0.53,[-0.19855681]
0.53,[-0.20929955]
0.53,[-0.22004183]
0.53,[-0.23051237]
0.53,[-0.2404166]
0.53,[-0.25032222]
0.53,[-0.26022646]
0.53,[-0.27013114]
0.53,[-0.28003538]
0.53,[-0.28946325]
0.53,[-0.2890456]
0.53,[-0.28937516]
0.53,[-0.292107]
0.53,[-0.29618818]
0.53,[-0.30026984]
0.53,[-0.30218926]
0.53,[-0.303884]
0.53,[-0.30425128]
0.53,[-0.29928404]
0.53,[-0.29271245]
0.53,[-0.2850567]
0.53,[-0.2774005]
0.53,[-0.04584653]
0.53,[-0.05041527]
0.53,[-0.05498401]
0.53,[-0.05955275]
0.53,[-0.06412196]
0.53,[-0.0680927]
0.53,[-0.07188118]
0.53,[-0.07567013]
0.53,[-0.07945815]
0.53,[-0.0832471]
0.53,[-0.08703512]
0.53,[-0.0880461]
0.53,[-0.08599105]
0.53,[-0.08393601]
0.53,[-0.08188142]
0.53,[-0.07982684]
0.53,[-0.07924747]
0.53,[-0.08322007]
0.53,[-0.08915123]
0.53,[-0.09392226]
0.53,[-0.0974227]
0.53,[-0.10086906]
0.53,[-0.10419704]
0.53,[-0.11021909]
0.53,[-0.11696267]
0.53,[-0.12398171]
0.53,[-0.13100076]
0.53,[-0.13802074]
0.53,[-0.14504026]
0.53,[-0.15206023]
0.53,[-0.15907928]
0.53,[-0.16608948]
0.53,[-0.1730619]
0.53,[-0.17985162]
0.53,[-0.18574923]
0.53,[-0.19208217]
0.53,[-0.19922706]
0.53,[-0.20637289]
0.53,[-0.21351872]
0.53,[-0.22050513]
0.53,[-0.22729114]
0.53,[-0.23407759]
0.53,[-0.24086359]
0.53,[-0.24729303]
0.53,[-0.2521186]
0.53,[-0.25768387]
0.53,[-0.26324913]
0.53,[-0.2688144]
0.53,[-0.27438015]
0.53,[-0.2799454]
0.53,[-0.2855107]
0.53,[-0.28953782]
0.53,[-0.29100138]
0.53,[-0.29246494]
0.53,[-0.2939285]
0.53,[-0.29588288]
0.53,[-0.29875407]
0.53,[-0.30154324]
0.53,[-0.29710454]
0.53,[-0.05169938]
0.53,[-0.05362998]
0.53,[-0.05449367]
0.53,[-0.05528791]
0.53,[-0.05612084]
0.53,[-0.0569533]
0.53,[-0.05778622]
0.53,[-0.05713368]
0.53,[-0.05790881]
0.53,[-0.05611291]
0.53,[-0.05541935]
0.53,[-0.05639164]
0.53,[-0.05736253]
0.53,[-0.05659626]
0.53,[-0.05235472]
0.53,[-0.05091679]
0.53,[-0.04947747]
0.53,[-0.04803861]
0.53,[-0.04659975]
0.53,[-0.04516089]
0.53,[-0.04375093]
0.53,[-0.04292592]
0.53,[-0.04210185]
0.53,[-0.04127778]
0.53,[-0.04783772]
0.53,[-0.04898806]
0.53,[-0.04841335]
0.53,[-0.05187324]
0.53,[-0.05412032]
0.53,[-0.05638931]
0.53,[-0.05485537]
0.53,[-0.05650164]
